# Created by: riboviz
# Date: 2025-10-03 22:28:55.382511
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	Cerevisiae_RPF
YMR102C	16.6
YMR104C	7.7
YMR105C	61.2
YMR105W-A	0.2
YMR106C	9
YMR107W	1.5
YMR108W	361.1
YMR109W	47.3
YMR110C	38.9
YMR111C	8.9
YMR112C	49.7
YMR113W	21.4
YMR114C	6.2
YMR115W	25.9
YMR116C	2562.4
YMR117C	21.2
YMR118C	0.2
YMR119W	14.9
YMR120C	254.7
YMR121C	1002.4
YMR122W-A	1285.3
YMR123W	176.4
YMR124W	18.3
YMR125W	80.8
YMR126C	5.8
YMR127C	8.9
YMR128W	50.5
YMR129W	35.1
YMR130W	38.3
YMR131C	146.5
YMR132C	16.1
YMR133W	1
YMR134W	40.2
YMR135C	12.7
YMR136W	13.9
YMR137C	5.8
YMR138W	16
YMR139W	29.7
YMR140W	21.4
YMR142C	3049
YMR143W	1988.5
YMR144W	24.1
YMR145C	111.9
YMR146C	412.2
YMR147W	19.2
YMR148W	53.6
YMR149W	137.4
YMR150C	31
YMR152W	64.7
YMR153W	54
YMR154C	4.2
YMR155W	10.3
YMR156C	12
YMR157C	32.4
YMR158C-A	2.2
YMR158W	68.7
YMR159C	7.2
YMR160W	9.5
YMR161W	90.3
YMR162C	10.2
YMR163C	4.8
YMR164C	14.3
YMR165C	17.5
YMR166C	13.7
YMR167W	10.9
YMR168C	6.4
YMR169C	14
YMR170C	23
YMR171C	17.2
YMR172W	8.8
YMR173W	558
YMR174C	19.6
YMR175W	1.8
YMR175W-A	4.2
YMR176W	5.5
YMR177W	15.7
YMR178W	67.4
YMR179W	13.4
YMR180C	6.8
YMR181C	14.8
YMR182C	2.4
YMR182W-A	0.4
YMR183C	231.6
YMR184W	65.4
YMR185W	9.1
YMR186W	2222.1
YMR187C	7
YMR188C	62.2
YMR189W	87
YMR190C	6
YMR191W	22
YMR192W	21.8
YMR193W	48.5
YMR194C-B	22.4
YMR194W	1829.3
YMR195W	64.3
YMR196W	16.9
YMR197C	92.1
YMR198W	11.4
YMR199W	23.1
YMR200W	136.5
YMR201C	13.6
YMR202W	297
YMR203W	297.5
YMR204C	7.2
YMR205C	754.2
YMR206W	0.3
YMR207C	3.4
YMR208W	61.5
YMR209C	19
YMR210W	16.4
YMR211W	11
YMR212C	33.1
YMR213W	14.8
YMR214W	85.9
YMR215W	138
YMR216C	37.1
YMR217W	552.5
YMR218C	11.3
YMR219W	26.5
YMR220W	66.5
YMR221C	46.9
YMR222C	66.9
YMR223W	18.9
YMR224C	8.3
YMR225C	125.1
YMR226C	371.4
YMR227C	33
YMR228W	19.4
YMR229C	184.3
YMR230W	2008.1
YMR230W-A	856.1
YMR231W	18.4
YMR232W	0.8
YMR233W	21.5
YMR234W	16.5
YMR235C	206
YMR236W	127.5
YMR237W	64.5
YMR238W	60.2
YMR239C	21.3
YMR240C	16.9
YMR241W	235.8
YMR242C	2186.1
YMR242W-A	0
YMR243C	149.6
YMR244C-A	91.5
YMR244W	0.3
YMR246W	240.2
YMR247C	25.3
YMR247W-A	0
YMR250W	28.4
YMR251W	0.6
YMR251W-A	896.5
YMR252C	11.1
YMR253C	18.2
YMR255W	47.4
YMR256C	176.4
YMR257C	2.4
YMR258C	17.6
YMR259C	22.9
YMR260C	746.8
YMR261C	78
YMR262W	13.7
YMR263W	56.8
YMR264W	70.3
YMR265C	7.8
YMR266W	49.8
YMR267W	36.8
YMR268C	10
YMR269W	47
YMR270C	11.2
YMR271C	3.2
YMR272C	82.3
YMR272W-B	0
YMR273C	13.4
YMR274C	13.1
YMR275C	17.1
YMR276W	336.4
YMR277W	28.5
YMR278W	41.3
YMR279C	0.3
YMR280C	1.5
YMR281W	27.2
YMR282C	9.2
YMR283C	8.3
YMR284W	11.8
YMR285C	27.6
YMR286W	97
YMR287C	6.6
YMR288W	18.3
YMR289W	27.6
YMR290C	177.4
YMR291W	49.6
YMR292W	99.9
YMR293C	6.1
YMR294W	10.5
YMR295C	381.4
YMR296C	92.3
YMR297W	268.3
YMR298W	155.1
YMR299C	16.4
YMR300C	141.5
YMR301C	21.8
YMR302C	19.5
YMR303C	1276.5
YMR304W	29.2
YMR305C	292.8
YMR306W	0.1
YMR307W	865.6
YMR308C	98.3
YMR309C	235.4
YMR310C	36.7
YMR311C	119.1
YMR312W	34.9
YMR313C	15
YMR314W	225.7
YMR315W	231.6
YMR315W-A	0.2
YMR316C-A	0.2
YMR316W	7.5
YMR317W	1.2
YMR318C	324.5
YMR319C	31.7
YMR321C	119.8
YMR322C	0.1
YMR323W	0.2
YMR325W	0.1
YNL001W	54.5
YNL002C	186.4
YNL003C	22.6
YNL004W	60.8
YNL005C	50.2
YNL006W	37.1
YNL007C	473
YNL008C	15.1
YNL009W	2.3
YNL010W	476.5
YNL011C	11.4
YNL012W	0.8
YNL014W	15.4
YNL015W	267.3
YNL016W	464.4
YNL018C	0.2
YNL019C	2.2
YNL020C	9.8
YNL021W	32.1
YNL022C	35.3
YNL023C	12.6
YNL024C	4.1
YNL024C-A	152.2
YNL025C	10.8
YNL026W	28.1
YNL027W	28.3
YNL029C	7.3
YNL030W	2182.2
YNL031C	1575
YNL032W	33.8
YNL033W	2.2
YNL034W	0.2
YNL035C	67.6
YNL036W	223.9
YNL037C	257.1
YNL038W	19
YNL039W	28.3
YNL040W	27.7
YNL041C	22.4
YNL042W	5.9
YNL042W-B	55.3
YNL044W	132.2
YNL045W	71.3
YNL046W	25
YNL047C	8.8
YNL048W	28.2
YNL049C	24.9
YNL050C	42.5
YNL051W	18.6
YNL052W	162.8
YNL053W	11.9
YNL054W	14.6
YNL055C	1053.7
YNL056W	36
YNL058C	46.6
YNL059C	40.5
YNL061W	130.8
YNL062C	63.6
YNL063W	9.1
YNL064C	830.3
YNL065W	11.1
YNL066W	301
YNL067W	1686.8
YNL067W-B	906.7
YNL068C	18.6
YNL069C	2780.3
YNL070W	345.8
YNL071W	478.2
YNL072W	27.6
YNL073W	13.2
YNL074C	47.7
YNL075W	91.2
YNL076W	16.3
YNL077W	14.4
YNL078W	32.7
YNL079C	947.4
YNL080C	18.7
YNL081C	109.9
YNL082W	13.9
YNL083W	8.8
YNL084C	110.8
YNL085W	111.3
YNL086W	26.7
YNL087W	52.9
YNL088W	51.4
YNL090W	57.7
YNL091W	25.5
YNL092W	3.7
YNL093W	0.8
YNL094W	9.6
YNL095C	11.6
YNL096C	1630.2
YNL097C	19.6
YNL097C-B	25.6
YNL098C	229.2
YNL099C	50.6
YNL100W	42.9
YNL101W	14.6
YNL102W	33.9
YNL103W	24.4
YNL104C	239.5
YNL106C	9.3
YNL107W	26.3
YNL108C	85.8
YNL110C	220.3
YNL111C	267.6
YNL112W	271.1
YNL113W	222.5
YNL115C	25.8
YNL116W	27
YNL117W	0.2
YNL118C	51.8
YNL119W	17.6
YNL121C	195.6
YNL122C	70.2
YNL123W	66.9
YNL124W	23.8
YNL125C	7.7
YNL126W	9.1
YNL127W	10.8
YNL128W	3.4
YNL129W	39.2
YNL130C	90.7
YNL130C-A	0.8
YNL131W	416
YNL132W	91.8
YNL133C	19.9
YNL134C	152
YNL135C	1154.6
YNL136W	15
YNL137C	46.7
YNL138W	243.6
YNL138W-A	61.6
YNL139C	24.5
YNL140C	35.7
YNL141W	86.9
YNL142W	2.9
YNL143C	3
YNL144C	1.6
YNL145W	754.9
YNL146C-A	3.5
YNL146W	3.5
YNL147W	210.5
YNL148C	54.7
YNL149C	273.6
YNL151C	80.8
YNL152W	19.4
YNL153C	150.5
YNL154C	116.9
YNL155W	80.5
YNL156C	48
YNL157W	75.3
YNL158W	43.3
YNL159C	28.5
YNL160W	138.4
YNL161W	36.8
YNL162W	3197.8
YNL162W-A	32.3
YNL163C	36
YNL164C	23.2
YNL165W	11.4
YNL166C	64.8
YNL167C	14.4
YNL168C	83.1
YNL169C	30.5
YNL172W	4.8
YNL173C	53.5
YNL175C	160.7
YNL176C	15.1
YNL177C	67.3
YNL178W	3620.7
YNL180C	45.1
YNL181W	51.9
YNL182C	42.6
YNL183C	19.3
YNL184C	69.1
YNL185C	71.8
YNL186W	34.6
YNL187W	1.8
YNL188W	9.5
YNL189W	260.9
YNL190W	651.6
YNL191W	29.9
YNL192W	42.6
YNL193W	17.8
YNL194C	0.2
YNL195C	2.9
YNL196C	0.1
YNL197C	41.5
YNL199C	28.5
YNL200C	23.2
YNL201C	25.8
YNL202W	6.7
YNL204C	0.5
YNL206C	24.8
YNL207W	73.8
YNL208W	580.4
YNL209W	2739.4
YNL210W	0
YNL211C	12.4
YNL212W	50.2
YNL213C	12.3
YNL214W	23.7
YNL215W	55.1
YNL216W	80
YNL217W	56.3
YNL218W	12.1
YNL219C	46.1
YNL220W	316.1
YNL221C	22.2
YNL222W	44.6
YNL223W	6.5
YNL224C	26.8
YNL225C	13.7
YNL227C	17.8
YNL229C	72.4
YNL230C	6.1
YNL231C	190.1
YNL232W	72.2
YNL233W	21
YNL234W	4.4
YNL236W	16.1
YNL237W	6
YNL238W	30.4
YNL239W	101.8
YNL240C	20.5
YNL241C	228.5
YNL242W	7.4
YNL243W	95.3
YNL244C	752.9
YNL245C	23.5
YNL246W	56.1
YNL247W	171.7
YNL248C	141
YNL249C	5.6
YNL250W	7.8
YNL251C	72.9
YNL252C	47.4
YNL253W	20.3
YNL254C	8.7
YNL255C	716.7
YNL256W	26.1
YNL257C	8.6
YNL258C	23.5
YNL259C	162.1
YNL260C	59.3
YNL261W	15.9
YNL262W	19.6
YNL263C	111.7
YNL264C	43.6
YNL265C	48.9
YNL267W	20.2
YNL268W	118.1
YNL269W	0.2
YNL270C	2.5
YNL271C	15.4
YNL272C	20.6
YNL273W	10.1
YNL274C	31.1
YNL275W	8.8
YNL277W	19.1
YNL277W-A	0.9
YNL278W	13.1
YNL279W	2
YNL280C	91.1
YNL281W	281.7
YNL282W	63.8
YNL283C	21.3
YNL284C	55.9
YNL286W	18.8
YNL287W	157.4
YNL288W	39.6
YNL289W	51.5
YNL290W	61.1
YNL291C	20
YNL292W	58.6
YNL293W	11.3
YNL294C	6.8
YNL295W	11.1
YNL297C	19.9
YNL298W	18.7
YNL299W	14.5
YNL300W	234.7
YNL301C	1510.3
YNL302C	2621.2
YNL304W	14.1
YNL305C	47.9
YNL306W	110.2
YNL307C	126.7
YNL308C	108.4
YNL309W	19.5
YNL310C	67.9
YNL311C	7.7
YNL312W	115.4
YNL313C	44.5
YNL314W	7.8
YNL315C	45.8
YNL316C	22.5
YNL317W	18.8
YNL318C	0.1
YNL320W	32.2
YNL321W	20.6
YNL322C	162.5
YNL323W	71.5
YNL325C	7.8
YNL326C	13.6
YNL327W	198.7
YNL328C	10.9
YNL329C	7
YNL330C	51.1
YNL331C	1.1
YNL332W	2.5
YNL333W	13.4
YNL334C	2.8
YNL335W	0.4
YNL336W	35.6
YNL339C	1
YNR001C	132.5
YNR002C	0.6
YNR003C	63.6
YNR004W	7.8
YNR006W	29.9
YNR007C	17.5
YNR008W	43.9
YNR009W	40.5
YNR010W	31.2
YNR011C	14.9
YNR012W	27.3
YNR013C	43.4
YNR014W	10.9
YNR015W	33.9
YNR016C	334
YNR017W	155.1
YNR018W	168.8
YNR019W	58.3
YNR020C	22.3
YNR021W	180.5
YNR022C	73.8
YNR023W	16.9
YNR024W	33.5
YNR026C	48.9
YNR027W	17.9
YNR028W	46.3
YNR029C	29.4
YNR030W	50.5
YNR031C	10.4
YNR032C-A	83.6
YNR032W	18.5
YNR033W	26.7
YNR034W	37.3
YNR034W-A	14
YNR035C	192.5
YNR036C	172.1
YNR037C	99.9
YNR038W	39.7
YNR039C	14.1
YNR040W	23.8
YNR041C	29.9
YNR043W	238.1
YNR044W	38.7
YNR045W	14.9
YNR046W	174.1
YNR047W	19.6
YNR048W	11.5
YNR049C	35.2
YNR050C	147.5
YNR051C	53.9
YNR052C	56.3
YNR053C	116.3
YNR054C	72.5
YNR055C	25.4
YNR056C	0.4
YNR057C	3.6
YNR058W	0.5
YNR059W	2.4
YNR060W	3.2
YNR061C	85.6
YNR062C	0.6
YNR063W	5.7
YNR064C	1.2
YNR065C	1.9
YNR066C	2.7
YNR067C	126.3
YNR068C	0
YNR069C	0.3
YNR070W	0.2
YNR071C	0.5
YNR072W	0
YNR073C	1.4
YNR074C	25.7
YNR075C-A	0
YNR075W	6.9
YNR076W	0.1
YNR077C	0
YOL001W	5.8
YOL002C	47
YOL003C	18.5
YOL004W	61.3
YOL005C	209.1
YOL006C	49.2
YOL007C	52.9
YOL008W	29.3
YOL009C	7.7
YOL010W	58.8
YOL011W	6.7
YOL012C	233.5
YOL013C	15.5
YOL013W-A	64.8
YOL014W	8.1
YOL015W	0.1
YOL016C	39
YOL017W	11.1
YOL018C	32.2
YOL019W	33.9
YOL019W-A	21.4
YOL020W	36.4
YOL021C	60.6
YOL022C	71.4
YOL023W	5.6
YOL024W	1.5
YOL025W	33.7
YOL026C	104.4
YOL027C	80.7
YOL028C	31.4
YOL029C	2.8
YOL030W	198.7
YOL031C	33.2
YOL032W	35.8
YOL033W	8.5
YOL034W	7.4
YOL036W	16.8
YOL038C-A	13.8
YOL038W	254.9
YOL039W	2690.9
YOL040C	3381.5
YOL041C	134.4
YOL042W	16.8
YOL043C	4.5
YOL044W	10.9
YOL045W	16.3
YOL047C	0.9
YOL048C	9.4
YOL049W	72.8
YOL051W	36.4
YOL052C	69.4
YOL052C-A	40.4
YOL053W	12.7
YOL054W	54.5
YOL055C	11.2
YOL056W	39.7
YOL057W	59.3
YOL058W	35.7
YOL059W	168.5
YOL060C	28.4
YOL061W	127.6
YOL062C	21.7
YOL063C	8.5
YOL064C	91.6
YOL065C	20.5
YOL066C	19.5
YOL067C	47.8
YOL068C	17.6
YOL069W	15.5
YOL070C	63.7
YOL071W	44.2
YOL072W	11.1
YOL073C	17.7
YOL075C	6.4
YOL076W	45
YOL077C	184.3
YOL077W-A	223.7
YOL078W	6.6
YOL080C	36.5
YOL081W	9
YOL082W	18.5
YOL083W	5
YOL084W	0.1
YOL086C	5976.1
YOL086W-A	42.6
YOL087C	13.4
YOL088C	68.7
YOL089C	10.8
YOL090W	46.6
YOL091W	1.9
YOL092W	103.8
YOL093W	52.1
YOL094C	52.2
YOL095C	6.1
YOL096C	26.6
YOL097C	226.9
YOL097W-A	1.6
YOL098C	63.4
YOL100W	8.4
YOL101C	21.3
YOL102C	44.5
YOL103W	20.2
YOL104C	0.3
YOL105C	2.5
YOL107W	24.8
YOL108C	26.5
YOL109W	3016.6
YOL110W	8.6
YOL111C	120.7
YOL112W	8.3
YOL113W	3.2
YOL114C	5.9
YOL115W	25.6
YOL116W	19.7
YOL117W	7.5
YOL119C	30.1
YOL120C	2952.1
YOL121C	2282.8
YOL122C	28.9
YOL123W	205.1
YOL124C	57.2
YOL125W	16.2
YOL126C	70.5
YOL127W	3739.5
YOL128C	8.5
YOL129W	152.5
YOL130W	25.4
YOL131W	0.1
YOL132W	0.6
YOL133W	122.9
YOL135C	24.5
YOL136C	24.4
YOL137W	24.2
YOL138C	6.5
YOL139C	677.3
YOL140W	9.7
YOL141W	17.6
YOL142W	79.1
YOL143C	444.9
YOL144W	33.5
YOL145C	53.7
YOL146W	29.4
YOL147C	48.4
YOL148C	18.6
YOL149W	60.7
YOL151W	105.9
YOL152W	20.7
YOL154W	1.9
YOL155C	47.6
YOL155W-A	1.7
YOL156W	0.8
YOL157C	1.6
YOL158C	85.4
YOL159C	22.9
YOL159C-A	19.7
YOL161C	0.1
YOL162W	0
YOL163W	0
YOL164W	1.6
YOL164W-A	0.2
YOL165C	1.7
YOL166W-A	0.1
YOR001W	40.6
YOR002W	35
YOR003W	4.7
YOR004W	77.1
YOR005C	4
YOR006C	46.3
YOR007C	473.9
YOR008C	67.1
YOR008C-A	0.1
YOR009W	3.8
YOR010C	3.4
YOR011W	3.1
YOR011W-A	0.4
YOR012W	11.6
YOR014W	56
YOR016C	66.6
YOR017W	8.3
YOR018W	14.3
YOR019W	0.6
YOR020C	990.5
YOR020W-A	62.2
YOR021C	233.5
YOR022C	9.6
YOR023C	24.6
YOR025W	30.5
YOR026W	11.1
YOR027W	687.8
YOR028C	13.2
YOR030W	4.6
YOR032C	0.1
YOR032W-A	0.1
YOR033C	7.7
YOR034C	11.7
YOR034C-A	11.1
YOR035C	18.1
YOR036W	26.6
YOR037W	14.7
YOR038C	15.2
YOR039W	96.2
YOR040W	14.3
YOR042W	85.5
YOR043W	33.5
YOR044W	12.7
YOR045W	253.3
YOR046C	207.8
YOR047C	17.6
YOR048C	43.7
YOR049C	11.1
YOR051C	104.4
YOR052C	169.5
YOR054C	12.4
YOR056C	60.9
YOR057W	36.4
YOR058C	14.8
YOR059C	9.2
YOR060C	8.7
YOR061W	92.6
YOR062C	6.9
YOR063W	3884.9
YOR064C	8.9
YOR065W	57.7
YOR066W	18.1
YOR067C	42
YOR068C	0
YOR069W	39.1
YOR070C	14.2
YOR071C	12
YOR072W-B	87
YOR073W	7.4
YOR074C	69.4
YOR075W	23.2
YOR076C	14.6
YOR077W	40.5
YOR078W	99
YOR079C	24.5
YOR080W	4.9
YOR081C	14
YOR083W	19
YOR084W	1.6
YOR085W	110.1
YOR086C	72.1
YOR087W	54
YOR089C	136.3
YOR090C	29.1
YOR091W	132.9
YOR092W	16.2
YOR093C	7.2
YOR094W	50.8
YOR095C	140.8
YOR096W	2681.3
YOR097C	21.1
YOR098C	44.3
YOR099W	186.7
YOR100C	0.5
YOR101W	62.6
YOR103C	140.6
YOR104W	19.3
YOR105W	18.4
YOR106W	23.9
YOR107W	0.9
YOR108W	96.8
YOR109W	45
YOR110W	26.6
YOR111W	21.4
YOR112W	28.7
YOR113W	13.5
YOR114W	8.8
YOR115C	34.6
YOR116C	52.8
YOR117W	203.8
YOR118W	16.7
YOR119C	32.7
YOR120W	13.1
YOR122C	959.9
YOR123C	83.8
YOR124C	43.5
YOR125C	35.5
YOR126C	32.5
YOR127W	11.7
YOR128C	109.2
YOR129C	4.5
YOR130C	18.1
YOR131C	57.4
YOR132W	37.6
YOR133W	2778.8
YOR134W	0.2
YOR136W	379.1
YOR137C	2.1
YOR138C	23.3
YOR140W	12.5
YOR141C	33.7
YOR142W	213.5
YOR143C	21.6
YOR144C	8.3
YOR145C	152.6
YOR147W	10.4
YOR148C	18.1
YOR149C	7.7
YOR150W	71
YOR151C	109.8
YOR152C	6.6
YOR153W	665
YOR154W	9.2
YOR155C	27
YOR156C	9.6
YOR157C	274.8
YOR158W	41.4
YOR159C	91.7
YOR160W	20.7
YOR161C	16.1
YOR161C-C	0.1
YOR162C	4.8
YOR163W	121.4
YOR164C	151.5
YOR165W	71.6
YOR166C	11.6
YOR167C	2238.3
YOR168W	284.1
YOR171C	43.4
YOR172W	4.6
YOR173W	9.2
YOR174W	22.2
YOR175C	65.6
YOR176W	105.7
YOR177C	2.3
YOR178C	0.3
YOR179C	33.6
YOR180C	0.7
YOR181W	30.8
YOR182C	3051.1
YOR183W	134.6
YOR184W	276.7
YOR185C	85.5
YOR186W	0.2
YOR187W	197
YOR188W	19.2
YOR189W	85.3
YOR190W	0.4
YOR191W	11.2
YOR192C	0.9
YOR192C-C	75.8
YOR193W	9.3
YOR194C	67.2
YOR195W	28.8
YOR196C	32.2
YOR197W	182.2
YOR198C	529.4
YOR201C	20.7
YOR202W	128
YOR204W	588.2
YOR205C	5.2
YOR206W	103.9
YOR207C	54.1
YOR208W	3.8
YOR209C	150
YOR210W	416.4
YOR211C	28.9
YOR212W	85.4
YOR213C	14.5
YOR214C	0.2
YOR215C	61.6
YOR216C	40.8
YOR217W	45.6
YOR219C	14.1
YOR220W	54.5
YOR221C	30.1
YOR222W	22.7
YOR223W	26.6
YOR224C	389.2
YOR226C	122.5
YOR227W	7.4
YOR228C	7.5
YOR229W	19.6
YOR230W	355.7
YOR231W	12.7
YOR232W	320.6
YOR233W	17.3
YOR234C	1360.3
YOR236W	45.7
YOR237W	2.4
YOR238W	20.6
YOR239W	138.5
YOR241W	47.1
YOR242C	0.3
YOR243C	75.6
YOR244W	17.9
YOR245C	21.3
YOR246C	40.6
YOR247W	355
YOR249C	7.2
YOR250C	24.4
YOR251C	80.2
YOR252W	129.4
YOR253W	143.5
YOR254C	145.5
YOR255W	0
YOR256C	16.1
YOR257W	84.1
YOR258W	15.8
YOR259C	206.3
YOR260W	82.9
YOR261C	203.6
YOR262W	33.7
YOR264W	65.7
YOR265W	181.4
YOR266W	8.8
YOR267C	29
YOR268C	0
YOR269W	5.4
YOR270C	232.4
YOR271C	173.5
YOR272W	107.2
YOR273C	23.1
YOR274W	20.1
YOR275C	11.8
YOR276W	540.2
YOR278W	17.8
YOR279C	14.5
YOR280C	48.5
YOR281C	89.3
YOR283W	125.5
YOR284W	15
YOR285W	364.4
YOR286W	144.4
YOR287C	49.3
YOR288C	38.1
YOR289W	13.6
YOR290C	25.6
YOR291W	14.4
YOR292C	14.1
YOR293C-A	0.6
YOR293W	2711.3
YOR294W	191.1
YOR295W	15.8
YOR296W	6.6
YOR297C	35.4
YOR298C-A	1084.4
YOR298W	0.2
YOR299W	18
YOR301W	32.2
YOR302W	100.7
YOR303W	39.9
YOR304C-A	46
YOR304W	23.9
YOR305W	12.7
YOR306C	11.1
YOR307C	21.5
YOR308C	17.2
YOR310C	469.7
YOR311C	56.3
YOR312C	2159.4
YOR313C	1
YOR315W	60.6
YOR316C	56.4
YOR316C-A	27.4
YOR317W	132.1
YOR319W	18.3
YOR320C	41.2
YOR321W	29.5
YOR322C	15.6
YOR323C	315.4
YOR324C	8.8
YOR326W	75.6
YOR327C	264.8
YOR328W	0.4
YOR329C	15.1
YOR330C	10.1
YOR332W	1083.2
YOR334W	5.1
YOR335C	395.2
YOR336W	19.7
YOR337W	8.7
YOR338W	1.3
YOR339C	1.8
YOR340C	155.8
YOR341W	141.8
YOR342C	41.7
YOR344C	68.1
YOR346W	12.2
YOR347C	41
YOR348C	0.2
YOR349W	4.2
YOR350C	5.4
YOR351C	0.5
YOR352W	21.1
YOR353C	14.2
YOR354C	26.5
YOR355W	60.9
YOR356W	44.3
YOR357C	82.7
YOR358W	15.4
YOR359W	20.9
YOR360C	22.2
YOR361C	268.7
YOR362C	230.3
YOR363C	4.7
YOR365C	0.4
YOR367W	59.9
YOR368W	11.1
YOR369C	3440.5
YOR370C	47
YOR371C	14.3
YOR372C	25.2
YOR373W	16.6
YOR374W	128
YOR375C	485
YOR376W-A	0.2
YOR377W	16.8
YOR378W	3.7
YOR380W	2.8
YOR381W	0.5
YOR381W-A	1.1
YOR382W	394.4
YOR383C	540
YOR384W	3.2
YOR385W	14.1
YOR386W	10.1
YOR387C	0
YOR388C	0.6
YOR389W	4.3
YOR390W	15.7
YOR391C	0.1
YOR393W	0.3
YOR394C-A	0
YOR394W	0.2
YOR396W	0.6
YPL001W	34.3
YPL002C	18.3
YPL003W	9.4
YPL004C	355.6
YPL005W	2.8
YPL006W	22.4
YPL007C	13.8
YPL008W	4.5
YPL009C	58.6
YPL010W	296.6
YPL011C	16.3
YPL012W	75.3
YPL013C	94.6
YPL014W	11.8
YPL015C	26.3
YPL016W	21.6
YPL017C	2.4
YPL018W	22.5
YPL019C	346.5
YPL020C	13.8
YPL021W	0.1
YPL022W	8
YPL023C	42.4
YPL024W	14.3
YPL026C	16.8
YPL027W	0.2
YPL028W	513.6
YPL029W	7.9
YPL030W	37.7
YPL031C	60.6
YPL032C	56
YPL033C	0.3
YPL034W	9.1
YPL036W	152.6
YPL037C	1496.9
YPL038W	30.5
YPL038W-A	27.1
YPL039W	11
YPL040C	7.1
YPL041C	8
YPL042C	9.4
YPL043W	100.4
YPL045W	14.1
YPL046C	46.3
YPL047W	26.2
YPL048W	441.7
YPL049C	57.7
YPL050C	94.7
YPL051W	27.1
YPL052W	7.8
YPL053C	68.9
YPL054W	1.4
YPL055C	41.2
YPL056C	1.9
YPL057C	32.4
YPL058C	16.3
YPL059W	194.2
YPL060W	7.2
YPL061W	1702
YPL063W	136.5
YPL064C	18.3
YPL065W	22.6
YPL066W	9.3
YPL067C	35.3
YPL068C	18.5
YPL069C	12.8
YPL070W	16.8
YPL071C	23
YPL072W	5.3
YPL074W	12.8
YPL075W	7.9
YPL076W	10.8
YPL077C	11.4
YPL078C	189.7
YPL079W	2419.1
YPL081W	1087.6
YPL082C	18.5
YPL083C	15.6
YPL084W	36.1
YPL085W	64.1
YPL086C	66.6
YPL087W	39.1
YPL088W	3.5
YPL089C	8.8
YPL090C	4445.5
YPL091W	208
YPL092W	31.2
YPL093W	152.3
YPL094C	156.8
YPL095C	5.9
YPL096C-A	23.5
YPL096W	20
YPL097W	13.7
YPL098C	185
YPL099C	34.8
YPL100W	20.9
YPL101W	34.2
YPL103C	14.4
YPL104W	10.7
YPL105C	32.2
YPL106C	1326.7
YPL107W	22.6
YPL108W	32
YPL109C	4.4
YPL110C	20
YPL111W	248.1
YPL112C	55.2
YPL113C	5.9
YPL115C	17.5
YPL116W	24.3
YPL117C	230.5
YPL118W	65.2
YPL119C	4.8
YPL119C-A	2.9
YPL120W	11.8
YPL121C	1.3
YPL122C	18.2
YPL123C	16.1
YPL124W	17
YPL125W	27.6
YPL126W	77.2
YPL127C	208
YPL128C	32.7
YPL129W	136.9
YPL130W	0.3
YPL131W	3148.2
YPL132W	15.9
YPL133C	9.5
YPL134C	11.7
YPL135W	172.3
YPL137C	18.2
YPL138C	16.9
YPL139C	32.7
YPL140C	9.5
YPL141C	14.2
YPL143W	2472.5
YPL144W	52.9
YPL145C	199.3
YPL146C	68.3
YPL147W	1.7
YPL148C	4.3
YPL149W	7.8
YPL150W	8.5
YPL151C	14.2
YPL152W	21.2
YPL152W-A	2.1
YPL153C	9.8
YPL154C	377.5
YPL155C	14.2
YPL156C	14.5
YPL157W	22.5
YPL158C	36.1
YPL159C	31.7
YPL160W	441
YPL161C	15.6
YPL162C	19.5
YPL163C	158.8
YPL164C	3.6
YPL165C	0.2
YPL166W	10.8
YPL167C	0.7
YPL168W	7
YPL169C	57.4
YPL170W	74.4
YPL171C	0.5
YPL172C	11
YPL173W	39.5
YPL174C	2.1
YPL175W	12
YPL176C	25
YPL177C	74.3
YPL178W	126.2
YPL179W	27.7
YPL180W	18.1
YPL181W	36.4
YPL183C	39.7
YPL183W-A	109.4
YPL184C	58
YPL186C	2.6
YPL187W	11.9
YPL188W	36.3
YPL189C-A	53.9
YPL189W	0.6
YPL190C	86.7
YPL191C	11.1
YPL192C	1.1
YPL193W	14.9
YPL194W	7.3
YPL195W	42.6
YPL196W	30.1
YPL198W	2444.3
YPL199C	129.9
YPL200W	0
YPL201C	0.1
YPL202C	24.5
YPL203W	39.7
YPL204W	70.4
YPL206C	77
YPL207W	37.6
YPL208W	21.2
YPL209C	9.4
YPL210C	79.7
YPL211W	218.9
YPL212C	74.9
YPL213W	32.2
YPL214C	8.7
YPL215W	50.1
YPL216W	2.7
YPL217C	63.5
YPL218W	519.8
YPL219W	12.1
YPL220W	3154.2
YPL221W	26.6
YPL222W	7.3
YPL223C	1.6
YPL224C	17.7
YPL225W	532.3
YPL226W	165.4
YPL227C	57
YPL228W	39.7
YPL229W	15.2
YPL230W	1.2
YPL231W	502.7
YPL232W	117.4
YPL233W	27.4
YPL234C	299.2
YPL235W	148.7
YPL236C	9
YPL237W	425.7
YPL239W	162.5
YPL240C	952.4
YPL241C	17.5
YPL242C	14.5
YPL243W	94
YPL244C	20.4
YPL245W	24.4
YPL246C	72.1
YPL247C	11.6
YPL248C	0.8
YPL249C	30
YPL249C-A	2904.2
YPL250C	52.1
