ORF,elp1D_1
YMR175W-A,5.3
YMR176W,3.3
YMR177W,8.4
YMR178W,69.3
YMR179W,6.2
YMR180C,5.7
YMR181C,5.9
YMR182C,0.5
YMR182W-A,0
YMR183C,123.6
YMR184W,25
YMR185W,9.3
YMR186W,2432.7
YMR187C,5.1
YMR188C,30.7
YMR189W,69
YMR190C,3.8
YMR191W,25.2
YMR192W,12.5
YMR193W,27
YMR194C-B,7.7
YMR194W,1870.8
YMR195W,46.1
YMR196W,5.4
YMR197C,38.1
YMR198W,5.7
YMR199W,19
YMR200W,85.8
YMR201C,7.3
YMR202W,316.5
YMR203W,218.6
YMR204C,4.6
YMR205C,390.7
YMR206W,0.2
YMR207C,2.6
YMR208W,51.9
YMR209C,17.2
YMR210W,8.7
YMR211W,8.1
YMR212C,29
YMR213W,11.6
YMR214W,75
YMR215W,103.3
YMR216C,22
YMR217W,479.1
YMR218C,8.5
YMR219W,11.6
YMR220W,39.2
YMR221C,38.8
YMR222C,37.8
YMR223W,14
YMR224C,5.8
YMR225C,74.9
YMR226C,286.8
YMR227C,14.5
YMR228W,15
YMR229C,139.5
YMR230W,1749.9
YMR230W-A,945.3
YMR231W,15.2
YMR232W,0.3
YMR233W,14.6
YMR234W,10.3
YMR235C,120.2
YMR236W,87.3
YMR237W,62
YMR238W,40.2
YMR239C,19.9
YMR240C,7.4
YMR241W,165.1
YMR242C,2712.3
YMR242W-A,0
YMR243C,106.9
YMR244C-A,31.6
YMR244W,0.3
YMR246W,196.4
YMR247C,18.9
YMR247W-A,0
YMR250W,9.9
YMR251W,0.6
YMR251W-A,504.7
YMR252C,8.8
YMR253C,8.9
YMR255W,27.7
YMR256C,144.6
YMR257C,1.3
YMR258C,12
YMR259C,11.6
YMR260C,494.9
YMR261C,42.6
YMR262W,10.6
YMR263W,24.9
YMR264W,41.3
YMR265C,5.6
YMR266W,24.4
YMR267W,23.1
YMR268C,8.2
YMR269W,27.7
YMR270C,8.8
YMR271C,0.9
YMR272C,59.2
YMR272W-B,0
YMR273C,6.7
YMR274C,11
YMR275C,13.9
YMR276W,259.2
YMR277W,19.1
YMR278W,15.1
YMR279C,0.4
YMR280C,0.5
YMR281W,17.4
YMR282C,7.7
YMR283C,6.1
YMR284W,8.6
YMR285C,22.9
YMR286W,62.5
YMR287C,5
YMR288W,11.2
YMR289W,15.9
YMR290C,145.7
YMR291W,20.2
YMR292W,97
YMR293C,3.3
YMR294W,6.5
YMR295C,218.4
YMR296C,62.9
YMR297W,207.7
YMR298W,179.5
YMR299C,7.9
YMR300C,81.1
YMR301C,18.1
YMR302C,16.1
YMR303C,1926.7
YMR304W,19.4
YMR305C,201.5
YMR306W,0.1
YMR307W,645.9
YMR308C,63.8
YMR309C,149.7
YMR310C,30.8
YMR311C,61.5
YMR312W,26.2
YMR313C,12.9
YMR314W,169.5
YMR315W,89.6
YMR315W-A,2.1
YMR316C-A,0
YMR316W,7.1
YMR317W,0.7
YMR318C,306.1
YMR319C,32
YMR321C,122.5
YMR322C,0
YMR323W,0.1
YMR325W,0.8
YNL001W,43.5
YNL002C,120.6
YNL003C,12.5
YNL004W,28.5
YNL005C,32.8
YNL006W,26
YNL007C,268.6
YNL008C,11
YNL009W,1.5
YNL010W,326.5
YNL011C,7.1
YNL012W,0.7
YNL014W,16.2
YNL015W,89.1
YNL016W,261
YNL018C,0
YNL019C,0.5
YNL020C,5.9
YNL021W,17
YNL022C,37.7
YNL023C,11.2
YNL024C,4.8
YNL024C-A,113.7
YNL025C,5.6
YNL026W,19.1
YNL027W,13.4
YNL029C,3.2
YNL030W,1384.2
YNL031C,1547.8
YNL032W,14.6
YNL033W,0.5
YNL034W,0
YNL035C,408.3
YNL036W,98
YNL037C,175
YNL038W,15.5
YNL039W,15.4
YNL040W,12.1
YNL041C,12.9
YNL042W,3.1
YNL042W-B,2159.9
YNL044W,118.1
YNL045W,58.9
YNL046W,14.3
YNL047C,6.6
YNL048W,18.2
YNL049C,25
YNL050C,20.9
YNL051W,12.8
YNL052W,96.9
YNL053W,6.9
YNL054W,8.5
YNL055C,677.7
YNL056W,24.3
YNL058C,40.3
YNL059C,26.5
YNL061W,88.4
YNL062C,47.9
YNL063W,7.5
YNL064C,642.6
YNL065W,7.6
YNL066W,176.5
YNL067W,1312.3
YNL067W-B,497.7
YNL068C,10.7
YNL069C,3106.8
YNL070W,240.8
YNL071W,251.8
YNL072W,25.1
YNL073W,8.2
YNL074C,38.4
YNL075W,65.7
YNL076W,9.9
YNL077W,8.4
YNL078W,19.9
YNL079C,424.5
YNL080C,14.1
YNL081C,50.2
YNL082W,9.4
YNL083W,5.4
YNL084C,76.7
YNL085W,103
YNL086W,15.6
YNL087W,35.8
YNL088W,26
YNL090W,45
YNL091W,16.2
YNL092W,1.1
YNL093W,0.4
YNL094W,6.9
YNL095C,12.1
YNL096C,1287.3
YNL097C,10.7
YNL097C-B,27.1
YNL098C,129.4
YNL099C,37.3
YNL100W,27.7
YNL101W,10.7
YNL102W,19.8
YNL103W,14.9
YNL104C,414.9
YNL106C,5.9
YNL107W,12.7
YNL108C,58.7
YNL110C,106.2
YNL111C,129.2
YNL112W,259.7
YNL113W,123.7
YNL115C,18.4
YNL116W,23.3
YNL117W,0.1
YNL118C,32.5
YNL119W,19.3
YNL121C,134.5
YNL122C,25.8
YNL123W,59.9
YNL124W,18.5
YNL125C,7.1
YNL126W,7.7
YNL127W,8.8
YNL128W,2
YNL129W,30
YNL130C,65
YNL130C-A,2.5
YNL131W,279.9
YNL132W,77.1
YNL133C,13.4
YNL134C,53.8
YNL135C,924.3
YNL136W,11.2
YNL137C,29.8
YNL138W,154.7
YNL138W-A,23
YNL139C,17.5
YNL140C,25.5
YNL141W,72.5
YNL142W,3.5
YNL143C,2.2
YNL144C,0.6
YNL145W,409.4
YNL146C-A,2
YNL146W,4.1
YNL147W,86.6
YNL148C,31.9
YNL149C,171.5
YNL151C,46.4
YNL152W,10.3
YNL153C,85.9
YNL154C,63
YNL155W,61.1
YNL156C,29.2
YNL157W,39.1
YNL158W,26.2
YNL159C,18.7
YNL160W,4.4
YNL161W,17
YNL162W,3746.2
YNL162W-A,15
YNL163C,28
YNL164C,15.4
YNL165W,7
YNL166C,37.4
YNL167C,9.8
YNL168C,45.2
YNL169C,22.6
YNL172W,4.1
YNL173C,37
YNL175C,87.2
YNL176C,10.1
YNL177C,27.2
YNL178W,3747.2
YNL180C,28.2
YNL181W,30.7
YNL182C,30.5
YNL183C,11.5
YNL184C,36.6
YNL185C,33.1
YNL186W,24.1
YNL187W,1.4
YNL188W,6
YNL189W,167.4
YNL190W,433.6
YNL191W,21.1
YNL192W,23.3
YNL193W,10.5
YNL194C,0
YNL195C,3.4
YNL196C,0
YNL197C,31.1
YNL199C,15.1
YNL200C,12.7
YNL201C,11.6
YNL202W,2.2
YNL204C,0.3
YNL206C,21.9
YNL207W,59.3
YNL208W,318.7
YNL209W,2928.1
YNL210W,0
YNL211C,9.8
YNL212W,31.3
YNL213C,9.2
YNL214W,25.1
YNL215W,31.4
YNL216W,39
YNL217W,43.2
YNL218W,7.8
YNL219C,35.3
YNL220W,238.6
YNL221C,13.3
YNL222W,18.1
YNL223W,4.1
YNL224C,14.4
YNL225C,7.2
YNL227C,14.4
YNL229C,44.9
YNL230C,3.5
YNL231C,77.3
YNL232W,40.4
YNL233W,11.7
YNL234W,3.7
YNL236W,11.5
YNL237W,1.9
YNL238W,19
YNL239W,71.9
YNL240C,23.2
YNL241C,187.6
YNL242W,4.7
YNL243W,68.4
YNL244C,495.2
YNL245C,17.6
YNL246W,31.6
YNL247W,121.8
YNL248C,126.2
YNL249C,4.5
YNL250W,4.4
YNL251C,41.8
YNL252C,25.5
YNL253W,11.7
YNL254C,6.6
YNL255C,519.2
YNL256W,20.1
YNL257C,5.2
YNL258C,14.7
YNL259C,87.5
YNL260C,25
YNL261W,8.7
YNL262W,10.3
YNL263C,69
YNL264C,36.9
YNL265C,19.6
YNL267W,13.8
YNL268W,98
YNL269W,0.7
YNL270C,3.1
YNL271C,11.9
YNL272C,13.9
YNL273W,5.5
YNL274C,10.7
YNL275W,7.4
YNL277W,7.3
YNL277W-A,0.7
YNL278W,5.8
YNL279W,0.6
YNL280C,63.1
YNL281W,197.9
YNL282W,35.8
YNL283C,15.1
YNL284C,29.9
YNL286W,11.3
YNL287W,140.2
YNL288W,30.2
YNL289W,41.6
YNL290W,44.6
YNL291C,11.4
YNL292W,37.5
YNL293W,6.9
YNL294C,3.5
YNL295W,9.2
YNL297C,14.4
YNL298W,13.8
YNL299W,11.5
YNL300W,205.2
YNL301C,1381.3
YNL302C,2759.5
YNL304W,7.1
YNL305C,36.2
YNL306W,68.1
YNL307C,90.2
YNL308C,67.6
YNL309W,9.5
YNL310C,40.9
YNL311C,6.3
YNL312W,89.4
YNL313C,32.8
YNL314W,6.4
YNL315C,27.7
YNL316C,17.8
YNL317W,11.3
YNL318C,0
YNL320W,18.7
YNL321W,13.1
YNL322C,140.5
YNL323W,57
YNL325C,5.6
YNL326C,8.4
YNL327W,126.2
YNL328C,6.5
YNL329C,4.8
YNL330C,43.9
YNL331C,0.9
YNL332W,1.3
YNL333W,11
YNL334C,1.8
YNL335W,0.4
YNL336W,36.3
YNL339C,0.7
YNR001C,101.4
YNR002C,0.9
YNR003C,30
YNR004W,5.2
YNR006W,19.7
YNR007C,13
YNR008W,27.2
YNR009W,22.6
YNR010W,11.5
YNR011C,8.3
YNR012W,22.3
YNR013C,35.8
YNR014W,4.4
YNR015W,30.8
YNR016C,179.8
YNR017W,102.9
YNR018W,129.6
YNR019W,39.7
YNR020C,13
YNR021W,141.8
YNR022C,48.7
YNR023W,10.9
YNR024W,20.2
YNR026C,27.2
YNR027W,14.3
YNR028W,23
YNR029C,19.4
YNR030W,37.7
YNR031C,8
YNR032C-A,58.6
YNR032W,12.3
YNR033W,24.6
YNR034W,19.8
YNR034W-A,1.4
YNR035C,127.2
YNR036C,111.3
YNR037C,62.6
YNR038W,37.5
YNR039C,11.9
YNR040W,14.6
YNR041C,23.6
YNR043W,190.9
YNR044W,14.8
YNR045W,13.4
YNR046W,151.8
YNR047W,12.1
YNR048W,7.3
YNR049C,17.5
YNR050C,162.7
YNR051C,45.4
YNR052C,32.2
YNR053C,107
YNR054C,30.6
YNR055C,15.9
YNR056C,0.1
YNR057C,1.7
YNR058W,0.1
YNR059W,2.7
YNR060W,0.7
YNR061C,74
YNR062C,0.6
YNR063W,3.7
YNR064C,1
YNR065C,1.5
YNR066C,3.3
YNR067C,72.8
YNR068C,0
YNR069C,0.1
YNR070W,0.2
YNR071C,0.1
YNR072W,0
YNR073C,1
YNR074C,13.7
YNR075C-A,0
YNR075W,2.7
YNR076W,0.4
YNR077C,0
YOL001W,2.4
YOL002C,44.4
YOL003C,15.1
YOL004W,35.9
YOL005C,142.4
YOL006C,22.4
YOL007C,33.5
YOL008W,21.3
YOL009C,5.3
YOL010W,40
YOL011W,3.6
YOL012C,85.5
YOL013C,9
YOL013W-A,2882.1
YOL014W,2.3
YOL015W,0.1
YOL016C,24.3
YOL017W,6.2
YOL018C,15.9
YOL019W,23.1
YOL019W-A,33.4
YOL020W,20.7
YOL021C,41.7
YOL022C,39.2
YOL023W,3.2
YOL024W,1.1
YOL025W,23.2
YOL026C,62.6
YOL027C,52.7
YOL028C,12.6
YOL029C,0.2
YOL030W,157.8
YOL031C,21.1
YOL032W,19
YOL033W,5.9
YOL034W,4.8
YOL036W,11.8
YOL038C-A,2.2
YOL038W,191.8
YOL039W,3955.1
YOL040C,4122.7
YOL041C,85.1
YOL042W,10.6
YOL043C,2.4
YOL044W,9.3
YOL045W,14.1
YOL047C,1.1
YOL048C,7
YOL049W,56.5
YOL051W,17.2
YOL052C,47.9
YOL052C-A,4.8
YOL053W,7.5
YOL054W,27
YOL055C,5.2
YOL056W,24.9
YOL057W,37.4
YOL058W,50.8
YOL059W,112
YOL060C,16.6
YOL061W,112.9
YOL062C,15.9
YOL063C,7.1
YOL064C,90
YOL065C,19.3
YOL066C,13.1
YOL067C,22.7
YOL068C,9.2
YOL069W,8.6
YOL070C,34.9
YOL071W,24.9
YOL072W,8.1
YOL073C,13.3
YOL075C,3.6
YOL076W,35
YOL077C,152.7
YOL077W-A,121.5
YOL078W,6.3
YOL080C,24.3
YOL081W,5.1
YOL082W,6.8
YOL083W,2
YOL084W,0.1
YOL086C,9412.5
YOL086W-A,15.9
YOL087C,7.6
YOL088C,36.1
YOL089C,5.2
YOL090W,33.7
YOL091W,1.5
YOL092W,100.8
YOL093W,33.9
YOL094C,31.1
YOL095C,4.8
YOL096C,14.4
YOL097C,185.6
YOL097W-A,1.4
YOL098C,51.3
YOL100W,4.7
YOL101C,10.7
YOL102C,28
YOL103W,19.8
YOL104C,0
YOL105C,2.8
YOL107W,16.1
YOL108C,11.7
YOL109W,1938.1
YOL110W,9.8
YOL111C,71.4
YOL112W,4.7
YOL113W,1.9
YOL114C,4.1
YOL115W,18.7
YOL116W,11.8
YOL117W,3
YOL119C,34.5
YOL120C,3223.5
YOL121C,2025.6
YOL122C,21.4
YOL123W,119.1
YOL124C,39.5
YOL125W,13.6
YOL126C,49.7
YOL127W,3830.9
YOL128C,7.3
YOL129W,115
YOL130W,15.1
YOL131W,0
YOL132W,0.2
YOL133W,57.4
YOL135C,16
YOL136C,14.1
YOL137W,18.2
YOL138C,4
YOL139C,518.5
YOL140W,9
YOL141W,15.7
YOL142W,51.5
YOL143C,298.5
YOL144W,21.8
YOL145C,30.7
YOL146W,21.9
YOL147C,52.1
YOL148C,10.7
YOL149W,59.3
YOL151W,79.6
YOL152W,14.5
YOL154W,1.6
YOL155C,40.4
YOL155W-A,1.7
YOL156W,0.5
YOL157C,1.2
YOL158C,42.8
YOL159C,19.2
YOL159C-A,13.4
YOL161C,0
YOL162W,0
YOL163W,0
YOL164W,0.5
YOL164W-A,0
YOL165C,2
YOL166W-A,0.8
YOR001W,37.4
YOR002W,30.6
YOR003W,2.6
YOR004W,58.4
YOR005C,2
YOR006C,21.6
YOR007C,400.7
YOR008C,44.9
YOR008C-A,0.6
YOR009W,0.9
YOR010C,2.6
YOR011W,1.7
YOR011W-A,0.6
YOR012W,6.6
YOR014W,34.6
YOR016C,53.1
YOR017W,6.3
YOR018W,8.9
YOR019W,0.6
YOR020C,606.6
YOR020W-A,21.9
YOR021C,168.1
YOR022C,5.5
YOR023C,16.9
YOR025W,22.4
YOR026W,11.6
YOR027W,449.4
YOR028C,8.5
YOR030W,4.6
YOR032C,0
YOR032W-A,0
YOR033C,6.6
YOR034C,6
YOR034C-A,8.8
YOR035C,10.5
YOR036W,15
YOR037W,7.2
YOR038C,10.8
YOR039W,48.1
YOR040W,7.4
YOR042W,42
YOR043W,27.6
YOR044W,10.7
YOR045W,222.6
YOR046C,135.4
YOR047C,13.5
YOR048C,34.6
YOR049C,2.1
YOR051C,73.4
YOR052C,78.9
YOR054C,5.5
YOR056C,47.9
YOR057W,24.1
YOR058C,8.4
YOR059C,7.7
YOR060C,4.3
YOR061W,75.5
YOR062C,8
YOR063W,3618.2
YOR064C,4.3
YOR065W,20.2
YOR066W,13.1
YOR067C,35.6
YOR068C,0
YOR069W,19
YOR070C,9.8
YOR071C,7.9
YOR072W-B,3032.4
YOR073W,8
YOR074C,55.7
YOR075W,10.4
YOR076C,9.2
YOR077W,17.3
YOR078W,45.1
YOR079C,24.8
YOR080W,3.8
YOR081C,9.7
YOR083W,13.1
YOR084W,0.9
YOR085W,110.7
YOR086C,36
YOR087W,109.4
YOR089C,81.9
YOR090C,19.9
YOR091W,87.1
YOR092W,11
YOR093C,5.5
YOR094W,36.7
YOR095C,86.1
YOR096W,3000.7
YOR097C,10
YOR098C,34.8
YOR099W,156.8
YOR100C,0.3
YOR101W,49.7
YOR103C,118.3
YOR104W,11
YOR105W,11.5
YOR106W,9.6
YOR107W,1.1
YOR108W,94.2
YOR109W,32.6
YOR110W,14.6
YOR111W,18.8
YOR112W,18.5
YOR113W,6.6
YOR114W,5.5
YOR115C,29.3
YOR116C,42.9
YOR117W,148.4
YOR118W,9.9
YOR119C,24.9
YOR120W,2.1
YOR122C,660.6
YOR123C,36.7
YOR124C,24.3
YOR125C,23.6
YOR126C,28.5
YOR127W,8.3
YOR128C,73.4
YOR129C,2.3
YOR130C,21.7
YOR131C,31.6
YOR132W,21
YOR133W,2904.8
YOR134W,0.2
YOR136W,223.1
YOR137C,1.7
YOR138C,14.9
YOR140W,10.5
YOR141C,25.3
YOR142W,139.2
YOR143C,18.8
YOR144C,5.3
YOR145C,105.5
YOR147W,9.1
YOR148C,8.4
YOR149C,7.1
YOR150W,36.3
YOR151C,89.3
YOR152C,6.4
YOR153W,328.5
YOR154W,8.8
YOR155C,24.4
YOR156C,5.2
YOR157C,201.1
YOR158W,19.3
YOR159C,56.1
YOR160W,14.1
YOR161C,12.1
YOR161C-C,0
YOR162C,2.1
YOR163W,47.9
YOR164C,87.1
YOR165W,45.3
YOR166C,4.8
YOR167C,2131.3
YOR168W,259.3
YOR171C,31.4
YOR172W,3.4
YOR173W,1
YOR174W,13.6
YOR175C,48
YOR176W,103.3
YOR177C,1.4
YOR178C,0
YOR179C,12.4
YOR180C,0.6
YOR181W,22.2
YOR182C,2813.6
YOR183W,86.3
YOR184W,239.6
YOR185C,33.4
YOR186W,0.7
YOR187W,143.7
YOR188W,11.9
YOR189W,19.2
YOR190W,0.9
YOR191W,6.6
YOR192C,1.3
YOR192C-C,78.4
YOR193W,46.5
YOR194C,39.8
YOR195W,18
YOR196C,29.4
YOR197W,136.8
YOR198C,241.8
YOR201C,17.3
YOR202W,126.4
YOR204W,409.4
YOR205C,5.3
YOR206W,57
YOR207C,44
YOR208W,2.9
YOR209C,125.6
YOR210W,220.9
YOR211C,20.3
YOR212W,37.2
YOR213C,12.2
YOR214C,0
YOR215C,34.2
YOR216C,24.2
YOR217W,28.7
YOR219C,7.3
YOR220W,29
YOR221C,34.5
YOR222W,42
YOR223W,17.5
YOR224C,225.3
YOR226C,119.8
YOR227W,4.6
YOR228C,6
YOR229W,18.1
YOR230W,263.9
YOR231W,11.7
YOR232W,197.3
YOR233W,10.7
YOR234C,1349.3
YOR236W,28.7
YOR237W,1.5
YOR238W,19.9
YOR239W,77.8
YOR241W,40.4
YOR242C,0.1
YOR243C,65.5
YOR244W,14
YOR245C,10
YOR246C,28.2
YOR247W,330.6
YOR249C,5.7
YOR250C,19.5
YOR251C,72
YOR252W,66.2
YOR253W,103.8
YOR254C,121
YOR255W,0
YOR256C,11.9
YOR257W,49.6
YOR258W,12.5
YOR259C,158.7
YOR260W,79.8
YOR261C,134.9
YOR262W,25.2
YOR264W,37.8
YOR265W,77
YOR266W,5.8
YOR267C,17
YOR268C,0
YOR269W,4.1
YOR270C,199.1
YOR271C,138.9
YOR272W,84.9
YOR273C,4.9
YOR274W,10.7
YOR275C,7
YOR276W,363.3
YOR278W,20.4
YOR279C,10.7
YOR280C,31.7
YOR281C,47.1
YOR283W,56.6
YOR284W,8.6
YOR285W,183.7
YOR286W,99.9
YOR287C,23.4
YOR288C,23.5
YOR289W,6.7
YOR290C,13.1
YOR291W,8.6
YOR292C,8.8
YOR293C-A,1.6
YOR293W,2329.3
YOR294W,112.3
YOR295W,8.9
YOR296W,4.8
YOR297C,18.6
YOR298C-A,736.8
YOR298W,0.3
YOR299W,11
YOR301W,22.4
YOR302W,117.1
YOR303W,30.8
YOR304C-A,26.3
YOR304W,12.6
YOR305W,8.8
YOR306C,8
YOR307C,14.7
YOR308C,11.1
YOR310C,315.5
YOR311C,50.3
YOR312C,2549.3
YOR313C,0.7
YOR315W,42.9
YOR316C,28.4
YOR316C-A,15.5
YOR317W,89.1
YOR319W,14.5
YOR320C,25.5
YOR321W,20.7
YOR322C,12.1
YOR323C,255.7
YOR324C,6
YOR326W,47.9
YOR327C,157.5
YOR328W,0.1
YOR329C,11.9
YOR330C,9.4
YOR332W,663.5
YOR334W,4.1
YOR335C,314.6
YOR336W,12.2
YOR337W,6.8
YOR338W,0.1
YOR339C,0.9
YOR340C,115.8
YOR341W,111.8
YOR342C,23.4
YOR344C,14.3
YOR346W,7.7
YOR347C,16.6
YOR348C,0.2
YOR349W,2.4
YOR350C,3
YOR351C,0.7
YOR352W,9.9
YOR353C,9.3
YOR354C,18.2
YOR355W,42
YOR356W,34
YOR357C,55.5
YOR358W,4.1
YOR359W,17.6
YOR360C,19.3
YOR361C,167
YOR362C,201.8
YOR363C,3.6
YOR365C,0.1
YOR367W,48.2
YOR368W,6.1
YOR369C,3493.7
YOR370C,36.9
YOR371C,8.6
YOR372C,15.1
YOR373W,10.8
YOR374W,96
YOR375C,381.9
YOR376W-A,0
YOR377W,15.1
YOR378W,1.7
YOR380W,1.4
YOR381W,0.2
YOR381W-A,0
YOR382W,112.2
YOR383C,141.8
YOR384W,0.4
YOR385W,12.8
YOR386W,6.1
YOR387C,0.2
YOR388C,0.4
YOR389W,2.9
YOR390W,14.2
YOR391C,0
YOR393W,0.2
YOR394C-A,0
YOR394W,0.9
YOR396W,0.3
YPL001W,21.5
YPL002C,11.5
YPL003W,5.3
YPL004C,275.7
YPL005W,2.6
YPL006W,13.2
YPL007C,10.3
YPL008W,3.7
YPL009C,43.1
YPL010W,217.1
YPL011C,12.9
YPL012W,79.9
YPL013C,65.9
YPL014W,6.1
YPL015C,24
YPL016W,8.8
YPL017C,1.1
YPL018W,10
YPL019C,223.5
YPL020C,7.8
YPL021W,0
YPL022W,5.4
YPL023C,33.2
YPL024W,7.8
YPL026C,9.1
YPL027W,0
YPL028W,433.4
YPL029W,5.3
YPL030W,27.7
YPL031C,41.1
YPL032C,43.4
YPL033C,0.2
YPL034W,8.8
YPL036W,123.8
YPL037C,1138.3
YPL038W,15.3
YPL038W-A,11.3
YPL039W,6.9
YPL040C,4.5
YPL041C,12.6
YPL042C,6.1
YPL043W,64.5
YPL045W,8
YPL046C,19.7
YPL047W,19.7
YPL048W,299.6
YPL049C,31.6
YPL050C,87.1
YPL051W,15.6
YPL052W,7.7
YPL053C,52.4
YPL054W,0.7
YPL055C,16.9
YPL056C,2.7
YPL057C,17.2
YPL058C,28.1
YPL059W,120.9
YPL060W,3.3
YPL061W,1466.4
YPL063W,94.5
YPL064C,10.7
YPL065W,13.1
YPL066W,5.2
YPL067C,23.7
YPL068C,16.6
YPL069C,11.6
YPL070W,11.2
YPL071C,10.4
YPL072W,3.3
YPL074W,7.9
YPL075W,3.8
YPL076W,7.3
YPL077C,7.6
YPL078C,117.2
YPL079W,2250.5
YPL081W,602.7
YPL082C,13.5
YPL083C,11
YPL084W,24.2
YPL085W,35.2
YPL086C,62.5
YPL087W,24.8
YPL088W,4.6
YPL089C,7.8
YPL090C,4108.6
YPL091W,141.2
YPL092W,33.1
YPL093W,117.2
YPL094C,92.9
YPL095C,5.2
YPL096C-A,20.7
YPL096W,14.8
YPL097W,5.4
YPL098C,122.3
YPL099C,16
YPL100W,15.4
YPL101W,34.4
YPL103C,9.8
YPL104W,5.2
YPL105C,23.2
YPL106C,946.3
YPL107W,14.4
YPL108W,18.1
YPL109C,3.1
YPL110C,13.4
YPL111W,210.1
YPL112C,37.1
YPL113C,6.6
YPL115C,11.2
YPL116W,15.1
YPL117C,174.1
YPL118W,49.6
YPL119C,3.5
YPL119C-A,2
YPL120W,6
YPL121C,1.8
YPL122C,15.7
YPL123C,5.9
YPL124W,7.9
YPL125W,17.7
YPL126W,75.4
YPL127C,106.4
YPL128C,22.6
YPL129W,86.1
YPL130W,0.2
YPL131W,3008.1
YPL132W,13.6
YPL133C,7
YPL134C,4.9
YPL135W,119.1
YPL137C,16
YPL138C,14.6
YPL139C,23.6
YPL140C,7.6
YPL141C,8.5
YPL143W,2734.2
YPL144W,28.7
YPL145C,130.3
YPL146C,43.3
YPL147W,0.7
YPL148C,4.2
YPL149W,4.8
YPL150W,6.4
YPL151C,9.2
YPL152W,13.9
YPL152W-A,1.1
YPL153C,6
YPL154C,306.2
YPL155C,11.7
YPL156C,8.6
YPL157W,20.9
YPL158C,17.7
YPL159C,22
YPL160W,333.3
YPL161C,10.3
YPL162C,16.1
YPL163C,130.4
YPL164C,1.5
YPL165C,0.3
YPL166W,6.7
YPL167C,0.5
YPL168W,5.3
YPL169C,50.7
YPL170W,45
YPL171C,0.3
YPL172C,5.9
YPL173W,25.2
YPL174C,1.7
YPL175W,11.1
YPL176C,15.2
YPL177C,43.2
YPL178W,67.5
YPL179W,14.3
YPL180W,10.3
YPL181W,15.7
YPL183C,24.9
YPL183W-A,78.8
YPL184C,37.7
YPL186C,0.7
YPL187W,0
YPL188W,26.4
YPL189C-A,29.4
YPL189W,0.3
YPL190C,45.3
YPL191C,7.3
YPL192C,1.4
YPL193W,9.6
YPL194W,3.1
YPL195W,28.2
YPL196W,22.9
YPL198W,2494.8
YPL199C,46.1
YPL200W,0
YPL201C,0
YPL202C,13.5
YPL203W,16.4
YPL204W,50.5
YPL206C,51.8
YPL207W,32.9
YPL208W,19.7
YPL209C,7.9
YPL210C,50.8
YPL211W,189.7
YPL212C,55.4
YPL213W,16.7
YPL214C,7.8
YPL215W,28.7
YPL216W,2.2
YPL217C,45.7
YPL218W,356.7
YPL219W,5.9
YPL220W,3430.5
YPL221W,17.4
YPL222W,4.4
YPL223C,1.7
YPL224C,9.1
YPL225W,259.5
YPL226W,172.8
YPL227C,36.5
YPL228W,23.8
YPL229W,11.4
YPL230W,0.4
YPL231W,304.6
YPL232W,58.5
YPL233W,13.9
YPL234C,262.2
YPL235W,79.2
YPL236C,7.1
YPL237W,311.2
YPL239W,101.3
YPL240C,809.4
YPL241C,12.5
YPL242C,9.7
YPL243W,61.2
YPL244C,15.1
YPL245W,28.2
YPL246C,64.7
YPL247C,6.4
YPL248C,0.3
YPL249C,13.9
YPL249C-A,3184.2
YPL250C,68.4
YPL252C,68.3
YPL253C,8.2
YPL254W,17.7
YPL255W,6.6
YPL256C,43.3
YPL257W,5.6
YPL258C,0.2
YPL259C,21.8
YPL260W,52
YPL262W,108.6
YPL263C,52.6
YPL264C,4.6
YPL265W,78.1
YPL266W,75.8
YPL267W,32.7
YPL268W,3.4
YPL269W,2.3
YPL270W,13
YPL271W,215.1
YPL272C,0
YPL273W,202
YPL274W,39.9
YPL277C,2.2
YPL278C,3.2
YPL279C,14.5
YPL280W,0
YPL281C,0
YPL282C,0.3
YPL283C,0.9
YPR001W,0.5
YPR002W,4.3
YPR003C,5.8
YPR004C,68.8
YPR005C,1
YPR006C,4.1
YPR007C,0
YPR008W,13.3
YPR009W,8.2
YPR010C,147.5
YPR010C-A,62.2
YPR011C,14.2
YPR013C,0.6
YPR015C,2
YPR016C,264.9
YPR017C,22.6
YPR018W,11.2
YPR019W,21.6
YPR020W,65.7
YPR021C,4
YPR022C,9.2
YPR023C,35.3
YPR024W,51.3
YPR025C,14
YPR026W,1.6
YPR027C,0.4
YPR028W,384.9
YPR029C,28.7
YPR030W,0.3
YPR031W,5.1
YPR032W,12.1
YPR033C,192.1
YPR034W,44.9
YPR035W,506.2
YPR036W,241.3
YPR036W-A,1046.6
YPR037C,36.2
YPR040W,17.2
YPR041W,288.4
YPR042C,12.7
YPR043W,3180.9
YPR045C,27.7
YPR046W,11.5
YPR047W,5
YPR048W,17.2
YPR049C,4.9
YPR051W,51.2
YPR052C,322.1
YPR054W,0.5
YPR055W,10.9
YPR056W,16.7
YPR057W,7.9
YPR058W,53.8
YPR060C,49
YPR061C,3.3
YPR062W,232.9
YPR063C,197.4
YPR065W,35.3
YPR066W,8.7
YPR067W,19.5
YPR068C,12.4
YPR069C,506.3
YPR070W,8.4
YPR071W,11.4
YPR072W,40
YPR073C,86
YPR074C,555
YPR075C,32.8
YPR078C,0.3
