ORF,WT_1
YMR169C,7.8
YMR170C,14.3
YMR171C,12.7
YMR172W,6.9
YMR173W,265.3
YMR174C,3.3
YMR175W,0.7
YMR175W-A,3
YMR176W,3.9
YMR177W,8.6
YMR178W,53.1
YMR179W,8
YMR180C,4.1
YMR181C,8.6
YMR182C,2.8
YMR182W-A,0
YMR183C,133.7
YMR184W,32.9
YMR185W,6.4
YMR186W,2173
YMR187C,6.3
YMR188C,34.9
YMR189W,49.1
YMR190C,3.4
YMR191W,19.7
YMR192W,14.7
YMR193W,30.3
YMR194C-B,4.7
YMR194W,1804.8
YMR195W,44.8
YMR196W,3.3
YMR197C,41
YMR198W,7.7
YMR199W,18.6
YMR200W,80.5
YMR201C,7.2
YMR202W,319.2
YMR203W,229.8
YMR204C,5
YMR205C,572
YMR206W,0.5
YMR207C,2
YMR208W,49.5
YMR209C,18.7
YMR210W,11.6
YMR211W,9.8
YMR212C,26
YMR213W,11.1
YMR214W,70.5
YMR215W,105.7
YMR216C,20.6
YMR217W,442.8
YMR218C,7.2
YMR219W,13.2
YMR220W,41.3
YMR221C,36.4
YMR222C,41.5
YMR223W,14.4
YMR224C,6.5
YMR225C,76.6
YMR226C,211.1
YMR227C,14.8
YMR228W,14
YMR229C,107
YMR230W,1736.7
YMR230W-A,817.6
YMR231W,14.4
YMR232W,0.4
YMR233W,15.9
YMR234W,10.6
YMR235C,143.1
YMR236W,76.6
YMR237W,45.8
YMR238W,43.9
YMR239C,17.8
YMR240C,9.7
YMR241W,172.5
YMR242C,2846.2
YMR242W-A,0
YMR243C,115.1
YMR244C-A,24.7
YMR244W,0.1
YMR246W,164.3
YMR247C,16.9
YMR247W-A,0
YMR250W,7.9
YMR251W,0.4
YMR251W-A,327.9
YMR252C,5.6
YMR253C,10.6
YMR255W,29.4
YMR256C,110.9
YMR257C,1.6
YMR258C,12.7
YMR259C,13.7
YMR260C,510.1
YMR261C,38
YMR262W,8.8
YMR263W,29.4
YMR264W,53
YMR265C,5.4
YMR266W,48.6
YMR267W,21.5
YMR268C,6
YMR269W,25.4
YMR270C,7.5
YMR271C,1.6
YMR272C,55.1
YMR272W-B,1.4
YMR273C,8.3
YMR274C,11.3
YMR275C,14.4
YMR276W,220.4
YMR277W,17.2
YMR278W,23.5
YMR279C,0.3
YMR280C,0.3
YMR281W,18.3
YMR282C,6.9
YMR283C,6.3
YMR284W,12.4
YMR285C,19.7
YMR286W,56.2
YMR287C,4.4
YMR288W,10
YMR289W,19.6
YMR290C,127.2
YMR291W,30.1
YMR292W,94.6
YMR293C,6
YMR294W,6.1
YMR295C,168.2
YMR296C,74.6
YMR297W,188.9
YMR298W,147.2
YMR299C,6.7
YMR300C,80.3
YMR301C,15.1
YMR302C,14
YMR303C,2009.2
YMR304W,18.4
YMR305C,232.6
YMR306W,0.2
YMR307W,760.8
YMR308C,63.9
YMR309C,161.9
YMR310C,28.6
YMR311C,60
YMR312W,28.6
YMR313C,9.4
YMR314W,164
YMR315W,103.7
YMR315W-A,1.4
YMR316C-A,0
YMR316W,4.7
YMR317W,3.3
YMR318C,180.5
YMR319C,25.8
YMR321C,78.2
YMR322C,0
YMR323W,0.1
YMR325W,0.2
YNL001W,38.6
YNL002C,118.8
YNL003C,18
YNL004W,31.2
YNL005C,36.2
YNL006W,25.6
YNL007C,323.6
YNL008C,12.6
YNL009W,1.8
YNL010W,352.4
YNL011C,7.3
YNL012W,0.9
YNL014W,14
YNL015W,79.8
YNL016W,297.8
YNL018C,0.6
YNL019C,0.9
YNL020C,7
YNL021W,17
YNL022C,27.6
YNL023C,8.9
YNL024C,3.7
YNL024C-A,98.3
YNL025C,7.1
YNL026W,19
YNL027W,14.8
YNL029C,4.7
YNL030W,1283.5
YNL031C,1631.6
YNL032W,18.2
YNL033W,1.3
YNL034W,0.2
YNL035C,301.6
YNL036W,100.4
YNL037C,262
YNL038W,14
YNL039W,14.6
YNL040W,20.6
YNL041C,16.9
YNL042W,5.1
YNL042W-B,2189.1
YNL044W,109
YNL045W,45.2
YNL046W,13.9
YNL047C,6.9
YNL048W,21.8
YNL049C,24.5
YNL050C,23.7
YNL051W,15.1
YNL052W,73.4
YNL053W,8.4
YNL054W,8.9
YNL055C,564.4
YNL056W,28.5
YNL058C,34
YNL059C,25.1
YNL061W,76.8
YNL062C,43.1
YNL063W,6.7
YNL064C,580.3
YNL065W,10.8
YNL066W,212.9
YNL067W,1498.2
YNL067W-B,682.4
YNL068C,11
YNL069C,2994.6
YNL070W,250.6
YNL071W,272.8
YNL072W,18.6
YNL073W,9.1
YNL074C,36.4
YNL075W,56.6
YNL076W,12.6
YNL077W,9.2
YNL078W,22.4
YNL079C,400
YNL080C,14.2
YNL081C,64.2
YNL082W,7.9
YNL083W,6
YNL084C,66.7
YNL085W,104
YNL086W,15
YNL087W,44.7
YNL088W,36.7
YNL090W,38.6
YNL091W,14.7
YNL092W,1.8
YNL093W,0.3
YNL094W,6.3
YNL095C,10.5
YNL096C,1246.4
YNL097C,13.3
YNL097C-B,27.8
YNL098C,115.2
YNL099C,35.6
YNL100W,22.5
YNL101W,10.3
YNL102W,20.4
YNL103W,15.4
YNL104C,191.7
YNL106C,6.7
YNL107W,20.5
YNL108C,62.7
YNL110C,111
YNL111C,135.2
YNL112W,213.5
YNL113W,134.3
YNL115C,15
YNL116W,16.8
YNL117W,0.3
YNL118C,31
YNL119W,15
YNL121C,149.9
YNL122C,39.3
YNL123W,43.3
YNL124W,17.1
YNL125C,5.7
YNL126W,8.4
YNL127W,7.4
YNL128W,1.4
YNL129W,28.8
YNL130C,67.7
YNL130C-A,1.1
YNL131W,265.2
YNL132W,67.6
YNL133C,11.1
YNL134C,44.6
YNL135C,921.3
YNL136W,8.8
YNL137C,30.4
YNL138W,188.7
YNL138W-A,26.5
YNL139C,16.9
YNL140C,25.7
YNL141W,91.2
YNL142W,3.1
YNL143C,1.2
YNL144C,1.1
YNL145W,490.3
YNL146C-A,1.3
YNL146W,4.2
YNL147W,109.5
YNL148C,32.3
YNL149C,148.5
YNL151C,48.4
YNL152W,14.1
YNL153C,89.8
YNL154C,69.9
YNL155W,52.1
YNL156C,28.6
YNL157W,46.4
YNL158W,29.2
YNL159C,17.2
YNL160W,35.9
YNL161W,22.7
YNL162W,3734.6
YNL162W-A,18.9
YNL163C,21.2
YNL164C,12.9
YNL165W,8.2
YNL166C,37.1
YNL167C,13.2
YNL168C,69.8
YNL169C,24.6
YNL172W,3.3
YNL173C,21.4
YNL175C,96.6
YNL176C,11.1
YNL177C,40.8
YNL178W,3667.2
YNL180C,28.7
YNL181W,34.5
YNL182C,30.3
YNL183C,13.7
YNL184C,42.9
YNL185C,42.5
YNL186W,23.7
YNL187W,1.2
YNL188W,7.5
YNL189W,161
YNL190W,550.9
YNL191W,19.1
YNL192W,23.8
YNL193W,12.8
YNL194C,0
YNL195C,1.8
YNL196C,0.1
YNL197C,35.6
YNL199C,15.6
YNL200C,14.1
YNL201C,15.4
YNL202W,1.8
YNL204C,0.4
YNL206C,19.1
YNL207W,43.2
YNL208W,336.5
YNL209W,2961
YNL210W,0
YNL211C,10.6
YNL212W,28
YNL213C,8.2
YNL214W,13.6
YNL215W,22.5
YNL216W,36
YNL217W,49.5
YNL218W,6.8
YNL219C,38.6
YNL220W,198.2
YNL221C,15.3
YNL222W,31.1
YNL223W,4.7
YNL224C,15.1
YNL225C,8.6
YNL227C,13.6
YNL229C,47.4
YNL230C,4.8
YNL231C,108.8
YNL232W,35.5
YNL233W,13.1
YNL234W,4.7
YNL236W,13.5
YNL237W,2.7
YNL238W,21.6
YNL239W,76
YNL240C,14.3
YNL241C,134.2
YNL242W,4.2
YNL243W,55.4
YNL244C,462.9
YNL245C,17.3
YNL246W,27.4
YNL247W,122.7
YNL248C,100.4
YNL249C,4.5
YNL250W,4.7
YNL251C,50.7
YNL252C,30.2
YNL253W,13.9
YNL254C,5.7
YNL255C,537.7
YNL256W,19.7
YNL257C,6.7
YNL258C,16.5
YNL259C,121
YNL260C,31
YNL261W,10.9
YNL262W,12.2
YNL263C,67.5
YNL264C,32.2
YNL265C,24.1
YNL267W,13.7
YNL268W,78.3
YNL269W,0.2
YNL270C,2
YNL271C,12.7
YNL272C,14.4
YNL273W,7.2
YNL274C,10.9
YNL275W,5.4
YNL277W,9.7
YNL277W-A,0.4
YNL278W,7.5
YNL279W,0.7
YNL280C,71.7
YNL281W,246.7
YNL282W,47
YNL283C,18.3
YNL284C,34.5
YNL286W,11.4
YNL287W,126.5
YNL288W,30.4
YNL289W,40.2
YNL290W,38.9
YNL291C,14.4
YNL292W,36.9
YNL293W,6.5
YNL294C,3.9
YNL295W,7.1
YNL297C,14.3
YNL298W,12.8
YNL299W,10.3
YNL300W,234.1
YNL301C,1437.1
YNL302C,2587.3
YNL304W,7.6
YNL305C,26.4
YNL306W,71.3
YNL307C,95.2
YNL308C,64.2
YNL309W,10.7
YNL310C,43.7
YNL311C,7.4
YNL312W,77.3
YNL313C,34.5
YNL314W,6.6
YNL315C,30.1
YNL316C,18.2
YNL317W,11.7
YNL318C,0
YNL320W,24.1
YNL321W,14.3
YNL322C,125.7
YNL323W,45.7
YNL325C,5
YNL326C,9.8
YNL327W,118.2
YNL328C,8.6
YNL329C,4.2
YNL330C,33.4
YNL331C,0.9
YNL332W,0.7
YNL333W,4.9
YNL334C,2.5
YNL335W,0.6
YNL336W,30.4
YNL339C,0.6
YNR001C,75.4
YNR002C,0
YNR003C,42.8
YNR004W,8.4
YNR006W,19.4
YNR007C,10.2
YNR008W,29
YNR009W,22.7
YNR010W,21.5
YNR011C,9.2
YNR012W,18
YNR013C,40.3
YNR014W,4
YNR015W,23.6
YNR016C,176.6
YNR017W,115.4
YNR018W,114.9
YNR019W,32.6
YNR020C,15
YNR021W,163.5
YNR022C,54.2
YNR023W,10.1
YNR024W,20.2
YNR026C,30.8
YNR027W,14.1
YNR028W,33.3
YNR029C,16.4
YNR030W,41.4
YNR031C,8
YNR032C-A,50.7
YNR032W,12.1
YNR033W,18.3
YNR034W,23.5
YNR034W-A,2.4
YNR035C,101.7
YNR036C,111
YNR037C,77.7
YNR038W,29.7
YNR039C,11.2
YNR040W,16.3
YNR041C,19.8
YNR043W,161.3
YNR044W,24.4
YNR045W,12.5
YNR046W,122.7
YNR047W,12.6
YNR048W,7.7
YNR049C,20.7
YNR050C,121.2
YNR051C,43.2
YNR052C,40.8
YNR053C,69.3
YNR054C,43.8
YNR055C,17
YNR056C,0.4
YNR057C,2.5
YNR058W,0.6
YNR059W,2.5
YNR060W,4.5
YNR061C,58.8
YNR062C,0.5
YNR063W,4.4
YNR064C,1
YNR065C,1
YNR066C,2.8
YNR067C,72.2
YNR068C,0
YNR069C,0.2
YNR070W,0.1
YNR071C,0.2
YNR072W,0.1
YNR073C,1
YNR074C,14.5
YNR075C-A,0
YNR075W,4.9
YNR076W,0.8
YNR077C,0
YOL001W,4.1
YOL002C,30.5
YOL003C,16.8
YOL004W,35.9
YOL005C,118.8
YOL006C,26.2
YOL007C,38.9
YOL008W,19.9
YOL009C,5.6
YOL010W,35.1
YOL011W,3.6
YOL012C,124.5
YOL013C,10.1
YOL013W-A,2806.9
YOL014W,4.2
YOL015W,0
YOL016C,22
YOL017W,7.6
YOL018C,20.8
YOL019W,29.1
YOL019W-A,65.1
YOL020W,27.3
YOL021C,34.8
YOL022C,52.1
YOL023W,4.7
YOL024W,0.6
YOL025W,19.2
YOL026C,57.8
YOL027C,52.9
YOL028C,14.4
YOL029C,0.3
YOL030W,131
YOL031C,26.9
YOL032W,20.3
YOL033W,7
YOL034W,4.9
YOL036W,12.7
YOL038C-A,4.4
YOL038W,145.8
YOL039W,3690.1
YOL040C,4100.7
YOL041C,79.2
YOL042W,14
YOL043C,2.2
YOL044W,9.5
YOL045W,12
YOL047C,0.6
YOL048C,6.5
YOL049W,64
YOL051W,22.6
YOL052C,41.6
YOL052C-A,8.6
YOL053W,6
YOL054W,25.5
YOL055C,5.1
YOL056W,28.8
YOL057W,40.4
YOL058W,41.8
YOL059W,123.9
YOL060C,22.5
YOL061W,87.2
YOL062C,15.9
YOL063C,6.4
YOL064C,69
YOL065C,14.5
YOL066C,11.9
YOL067C,26.2
YOL068C,10.3
YOL069W,9.1
YOL070C,34.4
YOL071W,28.2
YOL072W,9.7
YOL073C,11
YOL075C,3
YOL076W,29.7
YOL077C,144.8
YOL077W-A,102.9
YOL078W,4.3
YOL080C,26.4
YOL081W,6.9
YOL082W,11.4
YOL083W,2.2
YOL084W,0
YOL086C,10711.4
YOL086W-A,19.7
YOL087C,8.5
YOL088C,45.6
YOL089C,7.2
YOL090W,33.3
YOL091W,2.2
YOL092W,91.2
YOL093W,37.7
YOL094C,35.6
YOL095C,4.1
YOL096C,12.1
YOL097C,167.8
YOL097W-A,2.3
YOL098C,49.5
YOL100W,5.6
YOL101C,9.5
YOL102C,30.2
YOL103W,19.5
YOL104C,0.3
YOL105C,2.9
YOL107W,17.7
YOL108C,11.7
YOL109W,1726.4
YOL110W,5.2
YOL111C,84.3
YOL112W,5.2
YOL113W,2
YOL114C,4.3
YOL115W,17.3
YOL116W,12.9
YOL117W,3.9
YOL119C,20
YOL120C,3403.6
YOL121C,1931.5
YOL122C,19.3
YOL123W,119.3
YOL124C,33.9
YOL125W,11.7
YOL126C,64.2
YOL127W,3742.3
YOL128C,6.7
YOL129W,108.6
YOL130W,18.1
YOL131W,0
YOL132W,0.3
YOL133W,48.6
YOL135C,17
YOL136C,16.6
YOL137W,15.1
YOL138C,5
YOL139C,547.8
YOL140W,7.4
YOL141W,11.5
YOL142W,46.2
YOL143C,345.3
YOL144W,18
YOL145C,31.5
YOL146W,27.9
YOL147C,34.3
YOL148C,11.1
YOL149W,49
YOL151W,52.5
YOL152W,6.6
YOL154W,2.1
YOL155C,31
YOL155W-A,1.2
YOL156W,0.7
YOL157C,1
YOL158C,51.7
YOL159C,15.1
YOL159C-A,13.5
YOL161C,0.5
YOL162W,0
YOL163W,0.2
YOL164W,1.4
YOL164W-A,0
YOL165C,0.4
YOL166W-A,0
YOR001W,28.2
YOR002W,29.4
YOR003W,1.8
YOR004W,62.3
YOR005C,1.9
YOR006C,31.5
YOR007C,380.1
YOR008C,45.8
YOR008C-A,0
YOR009W,8.5
YOR010C,7.5
YOR011W,2.9
YOR011W-A,0
YOR012W,8.2
YOR014W,36
YOR016C,55.5
YOR017W,5.9
YOR018W,7.4
YOR019W,0.8
YOR020C,648.4
YOR020W-A,31.2
YOR021C,135.5
YOR022C,5.4
YOR023C,14.4
YOR025W,18.6
YOR026W,10.1
YOR027W,437.6
YOR028C,6.2
YOR030W,4.2
YOR032C,0.2
YOR032W-A,0
YOR033C,6.6
YOR034C,8.1
YOR034C-A,7.6
YOR035C,10.3
YOR036W,11.8
YOR037W,9.5
YOR038C,10.1
YOR039W,56.8
YOR040W,8.4
YOR042W,50.5
YOR043W,22.1
YOR044W,11.3
YOR045W,233.8
YOR046C,118.8
YOR047C,13.9
YOR048C,34.9
YOR049C,4.4
YOR051C,80.8
YOR052C,82.5
YOR054C,7.2
YOR056C,38.7
YOR057W,25.8
YOR058C,9.1
YOR059C,8
YOR060C,6.6
YOR061W,71.2
YOR062C,3.4
YOR063W,3752.4
YOR064C,4.8
YOR065W,22.2
YOR066W,10.5
YOR067C,31.3
YOR068C,0
YOR069W,18.2
YOR070C,10.4
YOR071C,7.6
YOR072W-B,3026.9
YOR073W,6.7
YOR074C,42.2
YOR075W,17.7
YOR076C,9.8
YOR077W,16.3
YOR078W,45.4
YOR079C,22.1
YOR080W,3.5
YOR081C,10.5
YOR083W,10.8
YOR084W,0.6
YOR085W,110.9
YOR086C,44
YOR087W,187.1
YOR089C,69.9
YOR090C,20.8
YOR091W,98
YOR092W,11.2
YOR093C,5.5
YOR094W,30.3
YOR095C,97.2
YOR096W,2868.4
YOR097C,10.4
YOR098C,28.5
YOR099W,165
YOR100C,0
YOR101W,38
YOR103C,106.4
YOR104W,12.2
YOR105W,12.9
YOR106W,9.8
YOR107W,0.6
YOR108W,78.1
YOR109W,32
YOR110W,17.5
YOR111W,21.5
YOR112W,18
YOR113W,7
YOR114W,6.9
YOR115C,27
YOR116C,37.7
YOR117W,121.9
YOR118W,12.8
YOR119C,22.9
YOR120W,2.1
YOR122C,643.1
YOR123C,40.6
YOR124C,27
YOR125C,25.4
YOR126C,23.9
YOR127W,9.4
YOR128C,68.2
YOR129C,3.1
YOR130C,11
YOR131C,35
YOR132W,22
YOR133W,3190.5
YOR134W,0.3
YOR136W,383.7
YOR137C,1.2
YOR138C,17.2
YOR140W,8.6
YOR141C,19.8
YOR142W,134.4
YOR143C,20.6
YOR144C,6.6
YOR145C,109
YOR147W,7
YOR148C,11.3
YOR149C,8.4
YOR150W,45.6
YOR151C,78
YOR152C,4.1
YOR153W,528.7
YOR154W,6.7
YOR155C,24.4
YOR156C,7.1
YOR157C,165.4
YOR158W,28.8
YOR159C,49.6
YOR160W,12.7
YOR161C,8.8
YOR161C-C,0.5
YOR162C,2.7
YOR163W,63.6
YOR164C,102.3
YOR165W,44.3
YOR166C,8.3
YOR167C,2069.1
YOR168W,203.2
YOR171C,24.5
YOR172W,3.1
YOR173W,1.5
YOR174W,12.7
YOR175C,56.1
YOR176W,79.4
YOR177C,0.6
YOR178C,0.1
YOR179C,17.3
YOR180C,0.6
YOR181W,19.1
YOR182C,2864
YOR183W,78.1
YOR184W,215.9
YOR185C,41
YOR186W,0.2
YOR187W,141.4
YOR188W,14.6
YOR189W,41.1
YOR190W,0.2
YOR191W,6.8
YOR192C,0.9
YOR192C-C,104.2
YOR193W,43.6
YOR194C,49.6
YOR195W,17.9
YOR196C,22.7
YOR197W,110.9
YOR198C,302.9
YOR201C,13.5
YOR202W,65.4
YOR204W,396.9
YOR205C,5.3
YOR206W,76
YOR207C,40.1
YOR208W,3.1
YOR209C,96
YOR210W,229.8
YOR211C,16.3
YOR212W,50.2
YOR213C,11.2
YOR214C,0.1
YOR215C,48.1
YOR216C,21.9
YOR217W,28.2
YOR219C,9.7
YOR220W,36
YOR221C,32.1
YOR222W,14.9
YOR223W,14.4
YOR224C,203.9
YOR226C,107.2
YOR227W,4.4
YOR228C,4.7
YOR229W,12.4
YOR230W,287.9
YOR231W,8.9
YOR232W,213.8
YOR233W,12.4
YOR234C,1461
YOR236W,38.3
YOR237W,4.2
YOR238W,15.1
YOR239W,82.1
YOR241W,34.3
YOR242C,0
YOR243C,52.6
YOR244W,11
YOR245C,12.9
YOR246C,26.8
YOR247W,449.7
YOR249C,4.4
YOR250C,15.6
YOR251C,51.4
YOR252W,66.3
YOR253W,103.9
YOR254C,119.7
YOR255W,0
YOR256C,10.4
YOR257W,48.3
YOR258W,11.1
YOR259C,116.8
YOR260W,60.7
YOR261C,145.4
YOR262W,20.2
YOR264W,28
YOR265W,85
YOR266W,6.8
YOR267C,22.7
YOR268C,0.2
YOR269W,3.8
YOR270C,185
YOR271C,133.4
YOR272W,70.6
YOR273C,4.5
YOR274W,11.3
YOR275C,9.1
YOR276W,379.4
YOR278W,16.7
YOR279C,10.6
YOR280C,31.3
YOR281C,56.4
YOR283W,59.6
YOR284W,8.2
YOR285W,228.4
YOR286W,108.2
YOR287C,23.6
YOR288C,24.5
YOR289W,11.4
YOR290C,16.4
YOR291W,9.1
YOR292C,8.8
YOR293C-A,0.5
YOR293W,2582.9
YOR294W,111.5
YOR295W,12
YOR296W,4.2
YOR297C,27.5
YOR298C-A,745.5
YOR298W,0.1
YOR299W,13.1
YOR301W,20.5
YOR302W,97.4
YOR303W,33.6
YOR304C-A,14
YOR304W,12.6
YOR305W,10.8
YOR306C,10.5
YOR307C,14.9
YOR308C,8.9
YOR310C,313.7
YOR311C,42
YOR312C,2738.1
YOR313C,0.6
YOR315W,41.5
YOR316C,31.9
YOR316C-A,18.4
YOR317W,62.5
YOR319W,10.8
YOR320C,29
YOR321W,23.8
YOR322C,12.9
YOR323C,192.5
YOR324C,6.4
YOR326W,53.4
YOR327C,135.5
YOR328W,0.4
YOR329C,10.7
YOR330C,9
YOR332W,608.6
YOR334W,5.2
YOR335C,285.9
YOR336W,16.1
YOR337W,6.4
YOR338W,0.4
YOR339C,1
YOR340C,94.6
YOR341W,101.9
YOR342C,22.9
YOR344C,54.6
YOR346W,8.3
YOR347C,13.9
YOR348C,0
YOR349W,2.5
YOR350C,3.9
YOR351C,0.6
YOR352W,10.4
YOR353C,8.8
YOR354C,19.2
YOR355W,46.9
YOR356W,24.9
YOR357C,53.1
YOR358W,4.9
YOR359W,18.7
YOR360C,17.5
YOR361C,172.1
YOR362C,152.8
YOR363C,3.7
YOR365C,0.5
YOR367W,36.3
YOR368W,8.3
YOR369C,3158.9
YOR370C,30.3
YOR371C,8.2
YOR372C,16.9
YOR373W,9.6
YOR374W,39.8
YOR375C,361.5
YOR376W-A,0.5
YOR377W,16
YOR378W,2.2
YOR380W,2.4
YOR381W,0.4
YOR381W-A,0
YOR382W,320.5
YOR383C,421.5
YOR384W,2.4
YOR385W,9.5
YOR386W,5.9
YOR387C,0.2
YOR388C,0.3
YOR389W,3.2
YOR390W,14.7
YOR391C,0.1
YOR393W,0.3
YOR394C-A,0.5
YOR394W,1.4
YOR396W,0.3
YPL001W,22.5
YPL002C,10.2
YPL003W,5.9
YPL004C,214
YPL005W,3
YPL006W,15.3
YPL007C,10.2
YPL008W,3.2
YPL009C,37
YPL010W,180.9
YPL011C,13.6
YPL012W,55.9
YPL013C,52.9
YPL014W,7.8
YPL015C,15.9
YPL016W,13.1
YPL017C,0.8
YPL018W,13.1
YPL019C,270.4
YPL020C,8.7
YPL021W,0
YPL022W,4.5
YPL023C,26.3
YPL024W,7.7
YPL026C,8.9
YPL027W,0
YPL028W,390.8
YPL029W,5.5
YPL030W,24.7
YPL031C,34.7
YPL032C,45.4
YPL033C,0
YPL034W,6.4
YPL036W,97.9
YPL037C,1218.5
YPL038W,17.9
YPL038W-A,16.3
YPL039W,8.8
YPL040C,5.3
YPL041C,9.7
YPL042C,6
YPL043W,53.6
YPL045W,9.4
YPL046C,14.5
YPL047W,19.7
YPL048W,280.5
YPL049C,32.9
YPL050C,76.4
YPL051W,16
YPL052W,8.5
YPL053C,54.8
YPL054W,0.2
YPL055C,23.9
YPL056C,2.4
YPL057C,25
YPL058C,26.3
YPL059W,116.1
YPL060W,5.5
YPL061W,1279.2
YPL063W,97.4
YPL064C,11.5
YPL065W,18.4
YPL066W,5.9
YPL067C,29.7
YPL068C,16.5
YPL069C,14.1
YPL070W,9.7
YPL071C,10.7
YPL072W,4.3
YPL074W,7.1
YPL075W,6.1
YPL076W,10
YPL077C,7.2
YPL078C,121.2
YPL079W,2444.1
YPL081W,718.8
YPL082C,12.9
YPL083C,11.4
YPL084W,26.5
YPL085W,35.7
YPL086C,52.2
YPL087W,29.3
YPL088W,4.5
YPL089C,7.7
YPL090C,3689.9
YPL091W,112.1
YPL092W,17.5
YPL093W,102.9
YPL094C,111.7
YPL095C,4.1
YPL096C-A,19
YPL096W,12.4
YPL097W,6.9
YPL098C,119.8
YPL099C,22.7
YPL100W,13.3
YPL101W,30.8
YPL103C,12.3
YPL104W,7
YPL105C,22.2
YPL106C,1007.8
YPL107W,10
YPL108W,16.3
YPL109C,3.1
YPL110C,12.9
YPL111W,118.3
YPL112C,32
YPL113C,3.5
YPL115C,13.8
YPL116W,15.4
YPL117C,127.8
YPL118W,49.7
YPL119C,2.5
YPL119C-A,1.7
YPL120W,6.6
YPL121C,0.7
YPL122C,13.1
YPL123C,10.2
YPL124W,9.7
YPL125W,17.2
YPL126W,58.5
YPL127C,114.3
YPL128C,21.2
YPL129W,94.1
YPL130W,0
YPL131W,3133.2
YPL132W,13
YPL133C,6.2
YPL134C,9
YPL135W,99.2
YPL137C,11.8
YPL138C,10.5
YPL139C,16.8
YPL140C,6.8
YPL141C,8.5
YPL143W,2904.4
YPL144W,28.7
YPL145C,154.5
YPL146C,48.2
YPL147W,1.3
YPL148C,3.1
YPL149W,5.5
YPL150W,6.9
YPL151C,6.7
YPL152W,13.4
YPL152W-A,1.4
YPL153C,6.3
YPL154C,287.6
YPL155C,9.2
YPL156C,13.3
YPL157W,17.3
YPL158C,17.8
YPL159C,21.7
YPL160W,294.8
YPL161C,11.2
YPL162C,12.9
YPL163C,141.5
YPL164C,1.5
YPL165C,0.3
YPL166W,4.1
YPL167C,0.4
YPL168W,5.7
YPL169C,42.6
YPL170W,44.2
YPL171C,0
YPL172C,6.7
YPL173W,24
YPL174C,1.7
YPL175W,7
YPL176C,15.2
YPL177C,43.4
YPL178W,77.3
YPL179W,20.8
YPL180W,10.4
YPL181W,14.4
YPL183C,22.7
YPL183W-A,72.1
YPL184C,46.6
YPL186C,0.7
YPL187W,0.4
YPL188W,21.4
YPL189C-A,25.6
YPL189W,0.6
YPL190C,46.2
YPL191C,5.7
YPL192C,0.2
YPL193W,11.1
YPL194W,4.6
YPL195W,30.7
YPL196W,18.1
YPL198W,2591.8
YPL199C,80.9
YPL200W,0
YPL201C,0
YPL202C,17.5
YPL203W,19.2
YPL204W,47.4
YPL206C,45.7
YPL207W,31.7
YPL208W,17.9
YPL209C,6.8
YPL210C,61.4
YPL211W,151
YPL212C,48.2
YPL213W,16.4
YPL214C,6.4
YPL215W,31.7
YPL216W,2.1
YPL217C,38.1
YPL218W,347
YPL219W,6.3
YPL220W,3638.6
YPL221W,20.4
YPL222W,3.4
YPL223C,0.9
YPL224C,10.8
YPL225W,270.8
YPL226W,133.1
YPL227C,39.3
YPL228W,26.6
YPL229W,10.5
YPL230W,0.7
YPL231W,292.7
YPL232W,55.1
YPL233W,13.2
YPL234C,273.1
YPL235W,82.1
YPL236C,5.8
YPL237W,273.3
YPL239W,86.7
YPL240C,681.9
YPL241C,14.4
YPL242C,8.9
YPL243W,64.9
YPL244C,13.9
YPL245W,16.9
YPL246C,67.1
YPL247C,7.5
YPL248C,0.3
YPL249C,14.8
YPL249C-A,3263.5
YPL250C,37.6
YPL252C,67.1
YPL253C,6.2
YPL254W,15.5
YPL255W,5.3
YPL256C,41.6
YPL257W,4.7
YPL258C,0.2
YPL259C,24.8
YPL260W,49.1
YPL262W,125.2
YPL263C,47.3
YPL264C,5.4
YPL265W,123.1
YPL266W,74.8
YPL267W,25.9
YPL268W,3.7
YPL269W,1.9
YPL270W,12.4
YPL271W,176.6
YPL272C,2.2
YPL273W,140.8
YPL274W,42.2
YPL277C,2.9
YPL278C,2.7
YPL279C,14.9
YPL280W,0
YPL281C,0.2
YPL282C,0.8
YPL283C,0.5
YPR001W,0.6
YPR002W,5
YPR003C,5.9
YPR004C,66.1
YPR005C,1.5
YPR006C,5.4
YPR007C,0
YPR008W,15.8
YPR009W,10.3
YPR010C,124
YPR010C-A,46.6
YPR011C,8.6
YPR013C,2.3
YPR015C,2.5
YPR016C,201.3
YPR017C,19.7
YPR018W,11.3
YPR019W,20.5
YPR020W,71.8
YPR021C,4.5
YPR022C,8.8
YPR023C,32
YPR024W,46.7
YPR025C,15.7
YPR026W,1.9
YPR027C,0.4
YPR028W,380.1
YPR029C,27.6
YPR030W,0.4
YPR031W,5
YPR032W,12.4
YPR033C,190.4
YPR034W,35.2
YPR035W,524.9
YPR036W,229.6
YPR036W-A,861.2
YPR037C,36.2
YPR040W,17.9
YPR041W,264.5
YPR042C,14.6
YPR043W,3050
YPR045C,24.7
YPR046W,13.5
YPR047W,7.3
YPR048W,15.9
YPR049C,5.3
YPR051W,49.4
YPR052C,351.6
YPR054W,0.5
YPR055W,11.4
YPR056W,18.3
YPR057W,10.5
YPR058W,31.5
YPR060C,69.2
YPR061C,3.4
YPR062W,198.7
YPR063C,151.2
YPR065W,30.9
YPR066W,8.9
YPR067W,16.7
YPR068C,13.9
