# Created by: riboviz
# Date: 2025-09-09 21:53:34.507091
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	eRF1Depletion_1	CHX_1
YJR013W	10.2	16.2
YJR014W	172.3	198.2
YJR015W	52.7	96.8
YJR016C	812.1	373.7
YJR017C	103.4	77.1
YJR019C	13.6	11.2
YJR021C	5.1	4.5
YJR022W	17.3	10.7
YJR024C	67.2	45.8
YJR025C	215.2	60
YJR030C	7.1	6.2
YJR031C	8.4	10.8
YJR032W	35	31.9
YJR033C	3.4	5.4
YJR034W	46.3	26.7
YJR035W	2.9	3.1
YJR036C	0.7	0.6
YJR039W	1.2	1.2
YJR040W	7.2	14.7
YJR041C	10.9	13.2
YJR042W	21.7	23.3
YJR043C	9.6	11.1
YJR044C	68.5	66.2
YJR045C	560.4	788.5
YJR046W	13.4	14.6
YJR047C	269.1	298.6
YJR048W	183.2	153.2
YJR049C	11.2	19.1
YJR050W	19.8	16.8
YJR051W	16.7	23.2
YJR052W	681.6	381.9
YJR053W	5.7	5.6
YJR054W	3.9	4.1
YJR055W	142.6	57.5
YJR056C	14.2	13.4
YJR057W	25.7	18.9
YJR058C	23.6	15.4
YJR059W	19.4	19.1
YJR060W	125	111.3
YJR061W	0.4	0.7
YJR062C	7.7	9.4
YJR063W	151.7	110.2
YJR064W	130.7	163.3
YJR065C	117.1	126.2
YJR066W	3.6	5.9
YJR067C	21.3	18.9
YJR068W	25.1	37.1
YJR069C	180.7	156.7
YJR070C	336	319.6
YJR072C	46.9	83.1
YJR073C	35.1	50.8
YJR074W	33.3	31.3
YJR075W	49.4	67.9
YJR076C	50.6	54.9
YJR077C	182.4	254.1
YJR078W	0.7	1.1
YJR079W	0.6	0.7
YJR080C	16.1	15.2
YJR082C	18.2	20.4
YJR083C	14.9	15.2
YJR084W	8.3	8.1
YJR085C	147.1	171.3
YJR086W	123	53
YJR088C	27.4	54.9
YJR089W	3.9	3.4
YJR090C	6	6.6
YJR091C	14.7	14.1
YJR092W	32.1	29.9
YJR093C	31.1	24.6
YJR094C	3.3	3.1
YJR094W-A	2324.8	2107.3
YJR095W	0.2	0.3
YJR096W	17.3	15.4
YJR097W	13.7	12.4
YJR098C	3.1	2.8
YJR099W	20.7	21.4
YJR100C	6.8	6.7
YJR101W	30.8	29.2
YJR102C	14.5	11.1
YJR103W	17.1	24.5
YJR104C	2186.7	2002.3
YJR105W	221.3	508
YJR106W	2.6	3.6
YJR107W	0.1	0.1
YJR108W	4.5	1.6
YJR109C	432	33.7
YJR110W	2.6	3.2
YJR111C	32	11.3
YJR112W	28.1	21.9
YJR112W-A	15.1	10.4
YJR113C	32	30.8
YJR115W	1.3	0.9
YJR116W	9.4	15.4
YJR117W	68.3	90.8
YJR118C	44.4	40.8
YJR119C	2.8	2.8
YJR120W	71.1	91.6
YJR121W	201.3	307.4
YJR122W	2.8	3.8
YJR123W	3548.5	4443.7
YJR124C	14.8	19.7
YJR125C	80	64.9
YJR126C	8.8	12
YJR127C	5.1	4.2
YJR129C	4	5.4
YJR130C	10.9	3.8
YJR131W	11.5	21
YJR132W	18.1	23.3
YJR133W	32.4	39.3
YJR134C	9.7	8.9
YJR135C	4.9	3.8
YJR135W-A	114.7	107.2
YJR136C	5.1	4.1
YJR137C	12.5	11.8
YJR138W	2.3	3.1
YJR139C	252.4	504.9
YJR140C	4.4	6.3
YJR141W	3.7	4
YJR142W	27.9	24.8
YJR143C	50.5	82.7
YJR144W	43.9	51.5
YJR145C	3652.7	3977.2
YJR146W	5.4	5.6
YJR147W	6.5	7.2
YJR148W	222.4	310.4
YJR149W	0.2	0.2
YJR150C	0.2	0.1
YJR151C	0	0
YJR151W-A	0.2	0
YJR152W	0.2	0
YJR153W	0.2	0.3
YJR154W	1.8	0.4
YJR155W	0.1	0.1
YJR156C	2	0.8
YJR158W	0.1	0
YJR159W	1.7	1
YJR160C	0.2	0.1
YJR161C	16.4	17.1
YKL001C	26.2	22.8
YKL002W	44.5	33.8
YKL003C	30.3	24.9
YKL004W	26.1	42.9
YKL005C	11.1	9.3
YKL006C-A	42.7	25.8
YKL006W	3122.9	2957
YKL007W	89.4	81.8
YKL008C	49.5	53.4
YKL009W	169.9	144.7
YKL010C	9.8	13.4
YKL011C	5.5	3.6
YKL012W	10	9
YKL013C	151.2	99.9
YKL014C	11.3	18.2
YKL015W	5.4	3.2
YKL016C	212	162.9
YKL017C	7.2	5.4
YKL018C-A	25.3	31.3
YKL018W	20.1	18.2
YKL019W	17.5	25.3
YKL020C	8.7	10
YKL021C	31.7	33.2
YKL022C	13.8	11.6
YKL023C-A	110.2	142.5
YKL023W	33	17.1
YKL024C	109.7	129.5
YKL025C	24.8	21.1
YKL026C	1.2	0.6
YKL027W	19.5	20.6
YKL028W	14.7	21
YKL029C	103.2	76.1
YKL032C	58.7	57.5
YKL033W	2.8	3.8
YKL033W-A	84.5	84.4
YKL034W	10	11.3
YKL035W	226.1	224.8
YKL037W	31.9	29.6
YKL038W	4.8	5.2
YKL039W	57.7	57
YKL040C	64.8	43.1
YKL041W	40.7	31.9
YKL042W	18	15.8
YKL043W	13.5	9.9
YKL044W	8.1	5.7
YKL045W	14.5	15.1
YKL046C	51.1	60.5
YKL047W	14.7	12.6
YKL048C	2.3	2.7
YKL049C	20.6	21.8
YKL050C	0	0.1
YKL051W	7.5	5.2
YKL052C	18.3	19.7
YKL053C-A	50	48.6
YKL054C	391.3	275.7
YKL055C	3.6	4
YKL056C	2172.3	2248.3
YKL057C	13.3	16.3
YKL058W	59.2	56.5
YKL059C	19	15.2
YKL060C	9864.9	11057.9
YKL061W	17.5	12.5
YKL062W	22.3	16.9
YKL063C	50.1	34
YKL064W	6.7	8
YKL065C	85.5	67.7
YKL065W-A	1.1	0.1
YKL067W	162.7	164.4
YKL068W	31.2	30.8
YKL068W-A	76.3	39.8
YKL069W	32.6	31.5
YKL070W	0	0
YKL071W	0	0
YKL072W	3.4	4.2
YKL073W	26.4	32.1
YKL074C	15.3	11.4
YKL075C	8.2	9.8
YKL077W	86.7	88.4
YKL078W	5.3	8.5
YKL079W	8.2	8.1
YKL080W	172.8	176.2
YKL081W	845.2	1064.9
YKL082C	46.5	57.1
YKL084W	29.8	32.9
YKL085W	95.8	99.3
YKL086W	25.5	6.4
YKL087C	33.3	25.2
YKL088W	28	23.5
YKL089W	9.7	7.7
YKL090W	3.2	3.9
YKL091C	14.4	10.6
YKL092C	5.1	5
YKL093W	1.1	0.9
YKL094W	43.4	37.2
YKL095W	13.2	9.6
YKL096C-B	0	0.1
YKL096W	298.7	270.2
YKL096W-A	3802.9	4437
YKL098W	3.5	5.9
YKL099C	47.1	49.2
YKL100C	27.2	29.2
YKL101W	8.2	10
YKL103C	39.8	39.7
YKL104C	78.5	87.6
YKL105C	8.3	8.2
YKL106C-A	0.7	0.5
YKL106W	18.6	20.3
YKL107W	0.2	0.3
YKL108W	5.5	5.1
YKL109W	6.8	7.9
YKL110C	25.5	25.5
YKL112W	32.6	32.9
YKL113C	24.6	32.9
YKL114C	38.8	35.8
YKL116C	10.1	9.8
YKL117W	427.6	477.8
YKL119C	14	18.8
YKL120W	288.2	167.1
YKL121W	1.7	1.5
YKL122C	96.7	70.7
YKL124W	5.1	5.2
YKL125W	14.2	15.8
YKL126W	32.9	36.8
YKL127W	59.4	99.1
YKL128C	46	62.8
YKL129C	8.3	10.9
YKL130C	41.3	33.7
YKL132C	0.6	0.6
YKL133C	1.1	1.1
YKL134C	5.6	6.1
YKL135C	20.1	20.1
YKL137W	45.7	30.2
YKL138C	29.7	32.4
YKL138C-A	137.8	57.5
YKL139W	12.5	10.5
YKL140W	11.6	14.9
YKL141W	63.9	80.7
YKL142W	199.4	149.7
YKL143W	38.1	42.8
YKL144C	28	30.9
YKL145W	151.6	208.2
YKL146W	17.6	18.3
YKL148C	14.9	17.2
YKL149C	6.6	6.6
YKL150W	54.3	45.8
YKL151C	10.6	15.9
YKL152C	5602.4	6148.6
YKL154W	24.2	29.8
YKL155C	5.4	6.1
YKL156W	1530.7	1375.8
YKL157W	67.6	79.6
YKL159C	17.1	9.3
YKL160W	135.8	99.7
YKL161C	1	0.2
YKL162C	1.8	2.3
YKL163W	174.3	197.2
YKL164C	1388.3	1250.1
YKL165C	17	22.7
YKL166C	16.3	19
YKL167C	22.6	23.4
YKL168C	4.6	4.2
YKL170W	20.5	29.7
YKL171W	1.9	1.8
YKL172W	130.8	113.6
YKL173W	11.8	12.2
YKL174C	4.5	14.7
YKL175W	30.7	44.4
YKL176C	2.4	3.9
YKL178C	0.6	0.5
YKL179C	17.4	22.5
YKL180W	2686.5	2661.7
YKL181W	61.4	117.2
YKL182W	154	291
YKL183C-A	0	0
YKL183W	15.6	19.5
YKL184W	78.3	85.9
YKL185W	28.4	23.8
YKL186C	57.1	49.3
YKL187C	0.1	0.1
YKL188C	0.3	0.2
YKL189W	7.2	8.1
YKL190W	66.8	87.3
YKL191W	28.4	38
YKL192C	325.2	255.1
YKL193C	38.7	25.9
YKL194C	5.6	7.6
YKL195W	62.3	48.5
YKL196C	187.2	153.8
YKL197C	3.9	5.2
YKL198C	4.8	6.2
YKL201C	0.8	1.3
YKL203C	3.4	4.8
YKL204W	58.6	54.8
YKL205W	12.3	15.3
YKL206C	33.7	23.5
YKL207W	83.2	100.7
YKL208W	11.7	8.3
YKL209C	28.5	38.2
YKL210W	153.8	205.2
YKL211C	113.6	61.5
YKL212W	96.7	98.6
YKL213C	26.4	24.9
YKL214C	56.5	51.1
YKL215C	11.3	16
YKL216W	302.7	119.9
YKL217W	0.1	0.2
YKL218C	18.9	6
YKL219W	9.1	10.6
YKL220C	0.4	0.1
YKL221W	0.1	0
YKL222C	0.5	0.5
YKL224C	0.3	0.1
YKR001C	108.9	151.3
YKR002W	20.9	20.8
YKR003W	16.3	23.3
YKR004C	2.9	3.1
YKR005C	0.2	0.1
YKR006C	31.9	33.2
YKR007W	27.9	26.3
YKR008W	22.6	22.4
YKR009C	0.8	1.1
YKR010C	7.4	5.8
YKR011C	49	20.6
YKR013W	245	206.3
YKR014C	45.4	92.7
YKR015C	0	0
YKR016W	20.5	18.6
YKR017C	2	2.9
YKR018C	41.5	51.8
YKR019C	4.6	4.5
YKR020W	17.4	15.9
YKR021W	1.9	3.8
YKR022C	5.4	6.5
YKR023W	11	9.1
YKR024C	12.2	17.1
YKR025W	31.8	54.9
YKR026C	63.7	58.1
YKR027W	4.5	4.8
YKR028W	12	16.7
YKR029C	14.8	12
YKR030W	21.2	19.8
YKR031C	3.2	4.3
YKR034W	0.4	0.3
YKR035W-A	58	49.8
YKR036C	4.3	5.1
YKR037C	12.9	12
YKR038C	1374.6	944.4
YKR039W	2.2	4
YKR041W	379.5	170.7
YKR042W	668.1	768.9
YKR043C	207.5	198.2
YKR044W	4.3	4.9
YKR045C	23.8	19.2
YKR046C	33.1	23.3
YKR048C	174.1	191.7
YKR049C	34	34.9
YKR050W	0.2	0.4
YKR051W	2.7	3.5
YKR052C	18.3	16.1
YKR053C	0.7	0.8
YKR054C	0.9	1.9
YKR055W	11.6	12.4
YKR056W	28.8	30.7
YKR057W	1635.8	1721.8
YKR058W	1.3	0.6
YKR059W	1718.2	1799.7
YKR060W	20.5	19.6
YKR061W	2.4	1.3
YKR062W	30.3	39.8
YKR063C	5.2	5.5
YKR064W	1.9	2.3
YKR065C	101.9	88.6
YKR066C	87.4	80.9
YKR067W	12.1	12.6
YKR068C	54.7	43.7
YKR069W	2.8	2.1
YKR070W	27.9	28.7
YKR071C	160.1	90.3
YKR072C	31.7	34.1
YKR074W	134.4	183.5
YKR075C	4.5	6.4
YKR076W	2.8	2.8
YKR077W	16.5	13.6
YKR078W	4.8	4.4
YKR079C	5.8	8
YKR080W	70.1	79.6
YKR081C	106.4	83.2
YKR082W	16.7	20
YKR083C	24	16.6
YKR084C	38.2	35.5
YKR085C	41.4	38.1
YKR086W	3.3	3.8
YKR087C	17.6	16.9
YKR088C	30.1	29.1
YKR089C	9.6	12
YKR090W	19.4	16.3
YKR091W	22.6	5.9
YKR092C	198.6	191
YKR093W	132.8	195.5
YKR094C	3997.4	3187.7
YKR095W	10	11.3
YKR095W-A	78.7	52
YKR096W	7	6.8
YKR097W	0.7	0.4
YKR098C	1.1	1
YKR099W	8.1	6.1
YKR100C	17.3	13.8
YKR101W	2.8	2.6
YKR102W	0	0
YKR103W	0	0
YKR104W	0	0.1
YKR105C	0.1	0
YKR106W	0.4	0.4
YLL001W	27.7	24.4
YLL002W	4.2	4.6
YLL003W	1.6	1.6
YLL004W	6.9	7.4
YLL005C	0	0
YLL006W	12	14.6
YLL006W-A	13.4	9.6
YLL007C	5.2	4.2
YLL008W	40.8	64.9
YLL009C	102.8	73.8
YLL010C	20.6	23.8
YLL011W	27.6	32.6
YLL012W	7.4	11.4
YLL013C	10.8	19.4
YLL014W	74.2	88.4
YLL015W	6.5	9.2
YLL018C	505.2	414.8
YLL018C-A	47.8	20.4
YLL019C	8.6	6.9
YLL021W	28.3	32.3
YLL022C	21.7	26.3
YLL023C	43.2	42.3
YLL024C	4261.8	5679.6
YLL025W	2.2	1.3
YLL026W	268.3	248.9
YLL027W	37.3	24.4
YLL028W	24.9	24.3
YLL029W	26.6	29.6
YLL031C	14.7	17.7
YLL032C	5.4	5.9
YLL033W	6	3
YLL034C	19.1	25.6
YLL035W	6.2	7.6
YLL036C	17.6	14.6
YLL038C	15.3	12.6
YLL039C	323.4	179.8
YLL040C	12	17
YLL041C	37	29
YLL042C	1.7	0.9
YLL043W	19.5	30.3
YLL045C	2991	2957.8
YLL046C	0.2	0.1
YLL048C	21.7	32.1
YLL049W	7.7	6.1
YLL050C	1115.2	842.7
YLL051C	4.8	6.9
YLL052C	26.4	12.9
YLL053C	19.8	8.6
YLL054C	1.5	2.2
YLL055W	1	0.5
YLL056C	0.2	0.4
YLL057C	0.2	0.3
YLL058W	15	13.4
YLL060C	0.2	0.4
YLL061W	5.6	17.4
YLL062C	6.6	10
YLL063C	4.7	2.5
YLL064C	0.1	0
YLL066C	0	0
YLL066W-B	1.7	0.5
YLL067C	0	0
YLR001C	5.3	6.3
YLR002C	26.7	33.8
YLR003C	43.8	37.7
YLR004C	0.9	1.5
YLR005W	14.2	15
YLR006C	6.4	5.9
YLR007W	6.9	7
YLR008C	68.4	60.2
YLR009W	108.4	110.9
YLR010C	762.3	1722.6
YLR011W	13.8	9.1
YLR012C	0.2	0
YLR013W	0.1	0.1
YLR014C	1.3	1.8
YLR015W	5.4	9.2
YLR016C	13.3	13.4
YLR017W	65.5	71.7
YLR018C	19.5	26
YLR019W	16.9	23.6
YLR020C	7.6	12.4
YLR021W	20.1	19.1
YLR022C	63.2	41.4
YLR023C	8.3	10
YLR024C	1.6	2.2
YLR025W	45.3	52.8
YLR026C	40.9	33.5
YLR027C	538.2	259.5
YLR028C	72.6	82.1
YLR029C	4479.9	4006.1
YLR030W	0.5	0.4
YLR031W	0.4	0.4
YLR032W	7.4	7.5
YLR033W	20	20.1
YLR034C	38.2	48.4
YLR035C	1.7	2
YLR036C	13.3	11
YLR037C	0.6	1
YLR038C	168.3	122.7
YLR039C	4.2	5.4
YLR040C	12	11.2
YLR042C	24.5	21
YLR043C	623.9	674.7
YLR044C	7391.1	11046.9
YLR045C	20.1	16.4
YLR046C	0.1	0
YLR047C	1.4	2.5
YLR048W	1967	2593
YLR049C	18.9	16.6
YLR050C	32	34.2
YLR051C	43.4	49.6
YLR052W	18.4	18.8
YLR053C	0	0.1
YLR054C	0.3	0.2
YLR055C	21.1	24.5
YLR056W	147.1	264.7
YLR057W	5.6	5.8
YLR058C	413.3	685.6
YLR059C	33.1	35.1
YLR060W	148	209.6
YLR061W	3222	3031.2
YLR063W	90.7	47.1
YLR064W	42.9	31.2
YLR065C	36.8	38.8
YLR066W	73.4	59.4
YLR067C	1.3	1.6
YLR068W	32.3	25.7
YLR069C	10.9	16.1
YLR070C	1.9	2.1
YLR071C	9.6	12.1
YLR072W	7.6	9.5
YLR073C	15.7	17.3
YLR074C	99.1	96.2
YLR075W	5081.9	5333
YLR077W	8.8	9.9
YLR078C	28.1	35
YLR079W	54.2	37.2
YLR080W	3	3.8
YLR081W	0.7	0.6
YLR082C	10.2	7.9
YLR083C	49.5	70
YLR084C	11	15
YLR085C	5.9	10.4
YLR086W	6.9	7
YLR087C	0.8	1.3
YLR088W	15.4	27.3
YLR089C	41.4	43.1
YLR090W	11	14.5
YLR091W	6.1	5.4
YLR092W	0.5	0.5
YLR093C	68.8	46.5
YLR094C	18.3	17.4
YLR095C	14.1	12.2
YLR096W	6.9	9.8
YLR097C	6.9	7.1
YLR098C	3.6	3.1
YLR099C	6.7	8.5
YLR099W-A	42.5	49.2
YLR100W	75.9	109.3
YLR102C	10.6	12.8
YLR103C	4.8	5.6
YLR104W	32.7	36.9
YLR105C	4.9	5.3
YLR106C	8.2	14
YLR107W	9.5	6.7
YLR108C	4.8	6.8
YLR109W	2698.6	3893.6
YLR110C	9673.4	13065.6
YLR113W	46.5	55.5
YLR114C	10	14.3
YLR115W	5.6	6
YLR116W	12.3	13
YLR117C	8.2	7
YLR118C	34.5	52.4
YLR119W	10.3	9.9
YLR120C	43.3	38.1
YLR121C	8.9	10
YLR125W	1.5	0.9
YLR126C	4.2	17.4
YLR127C	2.4	2.2
YLR128W	8.9	8
YLR129W	17	28.5
YLR130C	10.7	21.1
YLR131C	12.7	10.5
YLR132C	5.4	3.8
YLR133W	18.8	20
YLR134W	349.1	440.5
YLR135W	2.7	2.6
YLR136C	16.5	22.4
YLR137W	5.7	4.9
YLR138W	7.9	11.1
YLR139C	3.7	4.8
YLR141W	3.9	4.6
YLR142W	1.1	2.7
YLR143W	693.3	467.3
YLR144C	11.5	11.5
YLR145W	10.4	8.7
YLR146C	14.2	18.6
YLR146W-A	56.7	30
YLR147C	62.5	52.5
YLR148W	9.3	8.5
YLR149C	1.2	1.2
YLR150W	2520.2	2445.4
YLR151C	4.5	3.6
YLR152C	4	1.3
YLR153C	198.1	250.4
YLR154C	30.1	26.8
YLR154C-G	0	0.1
YLR154C-H	17.3	6.1
YLR154W-C	6.2	1.3
YLR155C	3.1	1.2
YLR156C-A	1.4	0.2
YLR156W	105.1	54.5
YLR157C	2.6	1.2
YLR157C-C	4.6	1.4
YLR157W-D	8.2	3.1
YLR157W-E	209.7	105.2
YLR158C	2.6	1.3
YLR159C-A	2	0
YLR159W	103.3	52.2
YLR160C	2.7	1.3
YLR161W	109.6	52.3
YLR162W	109.5	57.8
YLR162W-A	1	0.1
YLR163C	28.2	29.5
YLR164W	1.6	0.6
YLR165C	3.6	3
YLR166C	7.5	11.7
YLR167W	4603.5	4885.9
YLR168C	11.4	10.4
YLR170C	58.1	56.5
YLR172C	121.4	135.2
YLR173W	5.1	6.8
YLR174W	0.2	0.1
YLR175W	263.7	323.1
YLR176C	5.3	5.5
YLR177W	4.1	3.7
YLR178C	24.3	18.4
YLR179C	229.4	369.1
YLR180W	281.5	565.7
YLR181C	25.3	23.4
YLR182W	13.5	14.7
YLR183C	21.4	18.4
YLR185W	3607.1	3091.5
YLR186W	100.2	97.8
YLR187W	11.4	13.1
YLR188W	7	12.9
YLR189C	2.3	4.8
YLR190W	24.5	21.8
YLR191W	14.8	13.3
YLR192C	358.7	309.7
YLR193C	35.1	25.2
YLR194C	69.4	42.7
YLR195C	48.2	57.5
YLR196W	75.9	96.6
YLR197W	309.5	276.7
YLR199C	23.3	31
YLR200W	65.9	104.3
YLR201C	22.4	18.5
YLR203C	22.4	30.2
YLR204W	40.6	34.8
YLR205C	7.6	5
YLR206W	38.4	45
YLR207W	6.2	12.7
YLR208W	146.1	188.2
YLR209C	38.2	31.3
YLR210W	9.2	9.5
YLR211C	5.4	4.9
YLR212C	11.9	15
YLR213C	1.1	1.5
YLR214W	16.4	39.2
YLR215C	20.9	12.3
YLR216C	316.6	369.6
YLR218C	12.8	11.5
YLR219W	12.6	13
YLR220W	43.9	41.6
YLR221C	76.5	57.7
YLR222C	26.5	31.2
YLR223C	7.7	8.1
YLR224W	4.9	5.5
YLR225C	25.4	22.6
YLR226W	11.2	11.4
YLR227C	0.8	0.9
YLR228C	4.8	5.6
YLR229C	166.4	152.8
YLR231C	27	37.3
YLR233C	0.6	0.6
YLR234W	1.6	2.7
YLR237W	6.3	10.3
YLR238W	5.5	4.3
YLR239C	7.8	8.1
YLR240W	4.9	4.8
YLR241W	11.6	15.7
YLR242C	4.7	4.2
YLR243W	31.2	31.3
YLR244C	242.6	266.2
YLR245C	39.1	32.5
YLR246W	3075.1	525.4
YLR247C	3.7	3.8
YLR248W	35.1	45.1
YLR249W	1931.6	2493.5
YLR250W	83.3	72.1
YLR251W	3.6	4.1
YLR253W	3.9	7.4
YLR254C	11.9	7.9
YLR256W	15.8	22.7
YLR257W	143.6	90.1
YLR258W	15	14.3
YLR259C	609	751.4
YLR260W	7.6	7
YLR261C	57.3	80.3
YLR262C	34.5	48
YLR262C-A	455.8	322.3
YLR263W	0.1	0
YLR264C-A	0.1	0
YLR264W	1643.2	1737.6
YLR265C	4.4	5.6
YLR266C	2.1	1.8
YLR267W	7.5	1.9
YLR268W	74.1	50.4
YLR270W	44.6	37
YLR271W	4.5	3
YLR272C	4.8	6.3
YLR273C	0.7	0.9
YLR274W	16.2	18.9
YLR275W	46.2	27.7
YLR276C	32.7	40.7
YLR277C	6.5	7
YLR278C	4.7	4.9
YLR281C	7.6	4
YLR283W	4.9	4.5
YLR284C	3.8	5.5
YLR285C-A	447	393.1
YLR285W	50.7	56.1
YLR286C	368.6	493
YLR287C	31.6	33.3
YLR287C-A	5672.9	3023.7
YLR288C	2.9	2.6
YLR289W	1.5	1.9
YLR290C	18.7	11.5
YLR291C	36	62.7
YLR292C	96.6	70.1
YLR293C	1157.3	1496.6
YLR295C	144.7	106.2
YLR297W	6.3	5.3
YLR298C	19.2	16.7
YLR299W	9.9	10.9
YLR300W	246.5	287.3
YLR301W	186.2	224.8
YLR303W	0.3	0
YLR304C	137.7	217.7
YLR305C	7.6	11.5
YLR306W	13.9	9
YLR307C-A	0.1	0
YLR307W	0.1	0.7
YLR308W	0	0.1
YLR309C	13	15.2
YLR310C	6	7.3
YLR312C	0.5	0.8
YLR312W-A	16.7	18.4
YLR313C	3.2	3
YLR314C	83.8	109.5
YLR315W	13.2	8.7
YLR316C	10	9.6
YLR318W	0.5	0.6
YLR319C	10.7	11.2
YLR320W	0.5	0.5
YLR321C	43.5	34.5
YLR323C	12.6	11.4
YLR324W	11.3	16.8
YLR325C	4558.7	3526.6
YLR326W	12	13.2
YLR327C	18.1	10.3
YLR328W	20.6	29.6
YLR329W	0.3	0.2
YLR330W	49.4	50.9
YLR332W	35	27.9
YLR333C	1813.2	1482.7
YLR335W	186.9	210.2
YLR336C	15.5	19.4
YLR337C	49.4	57.2
YLR340W	3135.3	3944.4
YLR341W	0.2	0
YLR342W	101.2	153.8
YLR342W-A	36.7	29.7
YLR343W	0.1	0
YLR344W	1971.9	1668.7
YLR345W	7.5	7.2
YLR346C	1.5	1.9
YLR347C	55.2	81.9
YLR348C	58.1	51.1
YLR350W	100.1	65.2
YLR351C	63.5	63.2
YLR352W	2.6	4
YLR353W	2.9	2.8
YLR354C	447.3	586.2
YLR355C	3478.2	2096.6
YLR356W	30.5	25.2
YLR357W	22.7	22.3
YLR358C	0	0
YLR359W	139.5	204.8
YLR360W	2.3	4.3
YLR361C	8.4	8.6
YLR361C-A	45.1	36.5
YLR362W	7.7	7
YLR363C	31.1	20.8
YLR363W-A	86.8	52.3
YLR364W	10.5	13.7
YLR367W	711.5	712.7
YLR368W	7.7	7.6
YLR369W	12.7	10.3
YLR370C	88.5	110.9
YLR371W	4.5	5.9
YLR372W	160.4	217.6
YLR373C	8.5	8.5
YLR375W	14.5	15
YLR376C	2.3	2
YLR377C	0.4	0.1
YLR378C	139.6	184.7
YLR380W	40	58.8
YLR381W	1.6	1.9
YLR382C	2.7	4
YLR383W	1.5	3.7
YLR384C	24	44.8
YLR385C	13.9	16.4
YLR386W	14.9	15.5
YLR387C	82.3	46
YLR388W	2730.4	1249.9
YLR389C	15.6	18.2
YLR390W	30	28.1
YLR390W-A	704.1	542.3
YLR392C	3.7	3.3
YLR393W	17.1	7.7
YLR394W	5.3	1
YLR395C	251.6	146
YLR396C	7.7	6.6
YLR397C	19.1	19.7
YLR398C	20.8	24.7
YLR399C	57	57
YLR401C	24.7	28.3
YLR403W	14.8	15
YLR404W	8.6	7.5
YLR405W	10.6	12
YLR406C	1161.3	1057.7
YLR406C-A	0.5	0.1
YLR407W	20.4	20.6
YLR408C	18.7	7.9
YLR409C	20	23.2
YLR410W	63.7	70.6
YLR411W	1.6	1.5
YLR412C-A	0.4	0.2
YLR412W	14.2	8.1
YLR413W	115.1	198.7
YLR414C	81.3	50.7
YLR415C	41.4	21.5
YLR417W	5.1	5
YLR418C	63.2	46.2
YLR419W	6.5	8.6
YLR420W	79.1	61.1
YLR421C	154.4	131.7
YLR422W	1.6	3
YLR423C	3	3.9
YLR424W	3.6	3.8
YLR425W	2.2	2.4
YLR426W	8.6	9
YLR427W	8.2	8.6
YLR429W	123.6	82.6
YLR430W	5.7	8.7
YLR431C	2.2	1.8
YLR432W	211.2	349.3
YLR433C	17.2	21.4
YLR435W	64.2	77.8
YLR436C	2.7	5.6
YLR437C	46.1	71.6
YLR438C-A	81.9	104.3
YLR438W	140.8	285.8
YLR439W	18.9	21.1
YLR440C	13.9	14.4
YLR441C	1757.3	1924.6
YLR442C	7	6.2
YLR443W	4.6	5.1
YLR445W	0.3	0.5
YLR446W	3.1	3
YLR447C	151	187.4
YLR448W	2310.3	1987.5
YLR449W	128.7	184.8
YLR450W	10.6	16.9
YLR451W	5.8	5
YLR452C	26.7	31.1
YLR453C	1.9	1.2
YLR454W	1.9	3.1
YLR455W	19.6	15.7
YLR456W	5	3.4
YLR457C	3.2	2.8
YLR459W	18.7	24.8
YLR460C	3.4	2.1
YLR461W	0	0.1
YLR462W	0.2	0.1
YLR464W	0	0
YLR466W	0.1	0.1
YLR467W	0.2	0.3
YML001W	148.1	143.2
YML002W	0.2	0.2
YML003W	1.7	1.5
YML004C	150.1	119.7
YML005W	7.9	6.3
YML006C	3.3	5
YML007C-A	166.2	212.2
YML007W	39.4	26.5
YML008C	249.8	323.5
YML009C	65.9	71.5
YML010W	113.3	119.9
YML011C	10.3	11.1
YML012W	158	209.3
YML013W	26.9	27.3
YML014W	37	40.7
YML015C	11.2	12.5
YML016C	11.6	12.2
YML017W	57.8	51.5
YML018C	14.2	20.7
YML019W	20.8	26
YML020W	3.5	4.6
YML021C	20.4	19.3
YML022W	180.3	280.3
YML023C	2.2	3.1
YML024W	3510.8	2521.2
YML025C	23.2	23.6
YML026C	2947.7	2493
YML027W	28.8	25.7
YML028W	2251	2327.1
YML029W	13.1	11.3
YML030W	24.9	23.8
YML031W	13.9	21.5
YML032C	13.7	13.5
YML034W	20.7	19.3
YML035C	34.5	46.3
YML036W	21.6	20.3
YML037C	3.5	3.7
YML038C	13.6	13.3
YML041C	15.8	12.8
YML042W	0.6	0.4
YML043C	1	2.4
YML046W	9.1	9.4
YML047C	0.1	0.1
YML048W	79.8	103.4
YML049C	5.2	6.6
YML050W	2.4	2.2
YML051W	3.2	3.5
YML052W	114	140.2
YML053C	20.5	13
YML054C	0.4	0.3
YML054C-A	0	0
YML055W	33.6	34
YML056C	110.4	237.4
YML057W	28.6	24.5
YML058W	795	769.8
YML058W-A	15.3	13.9
YML059C	5.5	9.1
YML060W	11.6	13.5
YML061C	5.6	6.6
YML062C	14.7	17.7
